test_date,train_end,calib_start,calib_end,best_alpha,forecast,realized,calib_error,hist_mean_expand,SSE_forecast,SSE_hist,Cum_SSE_forecast,Cum_SSE_hist,RMSE_forecast,RMSE_hist,RMSE_diff,Cum_RMSE_diff,R_Sq_OOS
1996-01-31,1990-12-31,1991-01-31,1995-12-31,0.17073526474706888,0.0261324075842833,2.811316442241085,0.9784074571397735,0.0372731437229105,7.757250106907139,7.695316222053593,7.757250106907139,7.695316222053593,0.149301535769283,0.1487043296262059,-0.0005972061430771225,-0.0005972061430771225,-0.008048257286172644
1996-02-29,1991-01-31,1991-02-28,1996-01-31,0.14174741629268048,0.04150793146330139,-0.5879611724989352,1.0690814890295386,0.034782170351508726,0.39623135284302097,0.3878092710645456,8.15348145975016,8.083125493118139,0.033743085832551444,0.03338254719283757,-0.0003605386397138727,-0.0009577447827909952,-0.00870405472387148
1996-03-31,1991-02-28,1991-03-31,1996-02-29,0.14174741629268048,0.03347684831735521,-0.5667233187140935,1.0748024718810436,0.0323952438075976,0.360240240504579,0.35894305195805754,8.51372170025474,8.442068545076197,0.03217410612430772,0.03211612603667531,-5.798008763240742e-05,-0.0010157248704234026,-0.008487630110553201
1996-04-30,1991-03-31,1991-04-30,1996-03-31,10000.0,0.03239524380759761,-0.2538842109775751,1.0765133025311533,0.031263704460620635,0.08195592623209573,0.08130933367874843,8.595677626486834,8.523377878754944,0.015346189597085669,0.01528553272120786,-6.065687587780873e-05,-0.0010763817463012113,-0.00848252286362916
1996-05-31,1991-04-30,1991-05-31,1996-04-30,10000.0,0.03126370446062064,-0.1737152121629779,1.0776444543940065,0.03045670085186631,0.04201635626018415,0.041686170064141104,8.637693982747018,8.565064048819085,0.01098802329448156,0.010944763360251318,-4.325993423024213e-05,-0.0011196416805314535,-0.008479788769115704
1996-06-30,1991-05-31,1991-06-30,1996-05-31,0.14174741629268048,0.026475799409675163,-1.3481667347777198,1.0765716954963405,0.02505033443763264,1.8896420967971432,1.8857251191844022,10.527336079544162,10.450789168003489,0.0736885745911749,0.07361216164794995,-7.641294322494052e-05,-0.001196054623756394,-0.007324510169531617
1996-07-31,1991-06-30,1991-07-31,1996-06-30,0.14174741629268048,0.016209903141635274,0.9992840263588324,1.0963733611089652,0.028855934796699827,0.9664347317392609,0.9417306808929229,11.493770811283422,11.392519848896411,0.052698304508791594,0.05202040605612408,-0.0006778984526675108,-0.0018739530764239048,-0.008887494929123996
1996-08-31,1991-07-31,1991-08-31,1996-07-31,0.14174741629268048,0.03326799901923676,0.13936634210954243,1.1101862972450485,0.0292859363815747,0.011256858406508214,0.012117695725233992,11.505027669689932,11.404637544621645,0.0056874681776318825,0.00590092914104922,0.0002134609634173376,-0.0016604921130065672,-0.00880257041712218
1996-09-30,1991-08-31,1991-09-30,1996-08-31,10000.0,0.029285936381574704,-2.0654366073246737,1.0788644576930744,0.021166856754806295,4.387862535111176,4.353914016308486,15.892890204801107,15.75855156093013,0.11228891480573898,0.11185368645377874,-0.00043522835196023457,-0.0020957204649668017,-0.008524809107712805
1996-10-31,1991-09-30,1991-10-31,1996-09-30,10000.0,0.0211668567548063,0.12421211029560948,1.147154155954838,0.02156471487658546,0.010618324277288411,0.010536487786309475,15.903508529078396,15.76908804871644,0.005523805398831688,0.005502477964859365,-2.132743397232316e-05,-0.002117047898939125,-0.008524302733720734
