test_date,train_end,calib_start,calib_end,best_alpha,forecast,realized,calib_error,hist_mean_expand,SSE_forecast,SSE_hist,row_num,Cum_SSE_forecast,Cum_SSE_hist,RMSE_forecast,RMSE_hist,RMSE_diff,Cum_RMSE_diff,R_Sq_OOS
2009-01-31,2003-12-31,2004-01-31,2008-12-31,1.3219411484660286,0.8161742095741567,0.4321119386498467,0.3507016925755476,-0.012580862029810704,0.14750382794753805,0.19775168697631748,157,105.85051662482874,225.90215903484776,0.030651506124354237,0.035490349183960906,0.004838843059606669,8.273985226035053,0.531432027577478
2009-02-28,2004-01-31,2004-02-29,2009-01-31,3.351602650938841,0.8781665768765827,0.16700349512637444,0.3527057226938924,-0.012128508485336685,0.5057529288444534,0.03208827471794609,158,106.35626955367319,225.93424730956568,0.056577096992323835,0.014250977030228998,-0.04232611996209484,8.231659106072959,0.5292600797791038
2009-03-31,2004-02-29,2004-03-31,2009-02-28,4.037017258596554,-0.7462133768299494,-0.21822364363768718,0.35624125755028696,-0.012646335458081285,0.2787731583564362,0.04226202963837266,159,106.63504271202963,225.97650933920406,0.04187230951510233,0.016303341023950407,-0.025568968491151926,8.206090137581807,0.5281144795808659
2009-04-30,2004-03-31,2004-04-30,2009-03-31,10.235310218990259,-0.7257497941896376,-0.35996339582147513,0.35452335832299975,-0.013516804281047186,0.13379968923115204,0.12002524078998013,160,106.76884240126078,226.09653457999406,0.028917953898827287,0.02738900792174437,-0.0015289459770829184,8.204561191604723,0.5277732027180388
2009-05-31,2004-04-30,2004-05-31,2009-04-30,21.54434690031882,0.8376631858859517,1.000775073591093,0.3398821515341606,-0.010981074586366834,0.026605487910734624,1.02365050337489,161,106.79544788917151,227.12018508336894,0.012855017608172547,0.07973755489550455,0.066882537287332,8.271443728892056,0.5297844273507872
2009-06-30,2004-05-31,2004-06-30,2009-05-31,17.886495290574334,-0.7653258607762554,-0.7333860084451612,0.3368268963263893,-0.012782583149605724,0.0010201541669321035,0.5192692965476873,162,106.79646804333845,227.63945437991663,0.0025094317970459626,0.05661595206363789,0.05410652026659193,8.325550249158647,0.5308525565822981
2009-07-31,2004-06-30,2004-07-31,2009-06-30,10.235310218990259,0.8759846816796665,0.41691660654101453,0.32524334481038586,-0.011713679692663882,0.21074349761150699,0.1837239222767651,163,107.00721154094995,227.82317830219338,0.03595698671082059,0.03357291508738579,-0.0023840716234348053,8.323166177535212,0.5303058611577638
2009-08-31,2004-07-31,2004-08-31,2009-07-31,7.054802310718638,-0.7217745526768964,-0.01983907144010115,0.3192953186135753,-0.011733841955064472,0.49271341981913136,6.569474500510792e-05,164,107.49992496076908,227.8232439969384,0.05481195235391969,0.0006329120898243136,-0.054179040264095375,8.268987137271116,0.5281432962028505
2009-09-30,2004-08-31,2004-09-30,2009-08-31,12.32846739442066,0.8700768273870368,1.1294210495974852,0.3276899110361573,-0.008909201134389843,0.06725942559394243,1.2957957597312937,165,107.56718438636302,229.11903975666968,0.020189920316522548,0.08861888983018865,0.0684289695136661,8.337416106784783,0.5305183519422823
2009-10-31,2004-09-30,2004-10-31,2009-09-30,5.857020818056661,0.8061306901732324,0.6611873475976482,0.3257836237084865,-0.007254641754804564,0.02100857255698315,0.44681469312946465,166,107.58819295892,229.56585444979916,0.011249785153767275,0.05188116014400932,0.040631374990242046,8.378047481775026,0.5313406115348609
2009-11-30,2004-10-31,2004-11-30,2009-10-31,4.862601580065348,0.8853828237795973,2.8151740069823035,0.32524995856531397,-0.00030284705348163803,3.7240940107669007,7.926909915611241,167,111.31228696968691,237.49276436541038,0.14933172515017948,0.21786814003150134,0.06853641488132187,8.446583896656348,0.5313024071823091
2009-12-31,2004-11-30,2004-12-31,2009-11-30,0.0001,-0.7183308019579081,-1.6227700224689792,0.3871566303832401,-0.004289252889883352,0.8180103035986738,2.6194800014973425,168,112.13029727328558,240.11224436690773,0.0697790007809807,0.12486850229763954,0.05508950151665884,8.501673398173006,0.5330088327276516
2010-01-31,2004-12-31,2005-01-31,2009-12-31,0.0001,-0.7271821715518466,-0.22759386689374517,0.39922759921033446,-0.004836568120284974,0.24958847415115598,0.04962081415684862,169,112.37988574743675,240.16186518106457,0.038429869589084724,0.01713517682872771,-0.021294692760357014,8.48037870541265,0.5320660685962341
2010-02-28,2005-01-31,2005-02-28,2010-01-31,0.0001,0.9096347677535681,0.6026011947788369,0.4040976865638248,-0.0033513902158861433,0.0942696149336296,0.36717853526178706,170,112.47415536237037,240.52904371632636,0.023548400087233304,0.046474441759251306,0.022926041672018,8.503304747084666,0.5323884649247621
2010-03-31,2005-02-28,2005-03-31,2010-02-28,0.0001,-0.7236101599441782,-0.08656744229008015,0.4049882357069998,-0.0035543561965549085,0.4058234241161189,0.006891172462771034,171,112.87997878648649,240.53593488878914,0.04871587419250399,0.006348169355668739,-0.04236770483683525,8.460937042247831,0.5307146982479931
2010-04-30,2005-03-31,2005-04-30,2010-03-31,0.0001,0.8222290618795984,1.1076826576060597,0.41176106547051905,-0.0008506165036045082,0.08148375531316597,1.2288460198082916,172,112.96146254179965,241.76478090859743,0.021765632622293325,0.08452486973392256,0.06275923711162924,8.523696279359461,0.5327629520012416
2010-05-31,2005-04-30,2005-05-31,2010-04-30,0.0001,0.9110582129794939,0.5817867658281255,0.4123478681315588,0.0005635519001132831,0.10841968590915636,0.3378204244088079,173,113.06988222770882,242.10260133300625,0.025034044554528723,0.044189582666459795,0.019155538111931072,8.542851817471393,0.5329670907906358
2010-06-30,2005-05-31,2005-06-30,2010-05-31,1.9179102616724868,0.9046299050802903,0.5695385722003914,0.4090214226273424,0.0019412153875231575,0.1122862013712272,0.3221667594609545,174,113.18216842908004,242.4247680924672,0.02540320838764984,0.04302944457403922,0.01762623618638938,8.560478053657782,0.5331245675940612
2010-07-31,2005-06-30,2005-07-31,2010-06-30,10.235310218990259,-0.6985126752512529,-1.1689938282815224,0.4007282139611292,-0.0008871301285856484,0.22135251535669187,1.3644732582697563,175,113.40352094443674,243.78924135073694,0.03556503221317188,0.08830056651718464,0.05273553430401276,8.613213587961795,0.5348296737127776
2010-08-31,2005-07-31,2005-08-31,2010-07-31,5.857020818056661,0.8926905749832093,1.1412614307628015,0.4031718121442497,0.0018650350783815496,0.061787470342998856,1.2982241464986473,176,113.46530841477973,245.0874654972356,0.018736733237237558,0.08588523481746677,0.06714850158022921,8.680362089542024,0.5370415692839277
2010-09-30,2005-08-31,2005-09-30,2010-08-31,0.0001,0.8239388560597675,1.0902087301484202,0.39925431409556494,0.004481245883838373,0.070899645847187,1.1788041700874978,177,113.53620806062692,246.2662696673231,0.02001406932355492,0.08160827510409768,0.06159420578054276,8.741956295322566,0.5389697167460203
2010-10-31,2005-09-30,2005-10-31,2010-09-30,8.497534359086439,0.8913237569308938,1.0560728101229835,0.3575691494040767,0.007003048196162462,0.02714225052768999,1.1005473653891968,178,113.56335031115461,247.3668170327123,0.012348463609953599,0.07863110305314963,0.06628263944319604,8.808238934765763,0.5409111388770598
2010-11-30,2005-10-31,2005-11-30,2010-10-31,2.782559402207123,0.9030033074902212,0.5036869810234235,0.35269445871743266,0.00819128726991189,0.15945352858293818,0.2455159825282737,179,113.72280383973754,247.61233301524058,0.029846303551007324,0.03703508698188407,0.007188783430876745,8.81542771819664,0.5407223765678186
2010-12-31,2005-11-30,2005-12-31,2010-11-30,12.32846739442066,0.8828093565578068,0.5216987682000753,0.34488927644138884,0.009416842117000586,0.13040085702406698,0.26243277179138486,180,113.85320469676161,247.87476578703195,0.026915594098761056,0.03818324034554259,0.011267646246781532,8.82669536444342,0.5406825525976229
2011-01-31,2005-12-31,2006-01-31,2010-12-31,17.886495290574334,-0.6884829387103047,-1.332114271662829,0.34465376179229984,0.006222720417524802,0.414261292758243,1.7911459043706885,181,114.26746598951985,249.66591169140264,0.04784074021248721,0.0994778051919367,0.0516370649794495,8.87833242942287,0.5423185119049847
2011-02-28,2006-01-31,2006-02-28,2011-01-31,21.54434690031882,0.8619011742231258,1.1365022246716205,0.3241034138511764,0.008907469833805314,0.07540573690741673,1.2714699311377524,182,114.34287172642728,250.93738162254039,0.020354784099936726,0.08358288414941724,0.06322810004948051,8.941560529472351,0.5443370334579261
