Date,GC1_Monthly_Return,GC2_Monthly_Return,GC1_volatility,GC2_volatility,GC2_OPEN_INT,GC2_1M_Sign,GC1_1M_Sign,GC2_3M_Ret,GC1_3M_Ret,GC2_3M_Sign,GC1_3M_Sign,GC2_6M_Ret,GC1_6M_Ret,GC2_6M_Sign,GC1_6M_Sign,GC2_12M_Ret,GC1_12M_Ret,GC2_12M_Sign,GC1_12M_Sign,GC2_3M_Fwd_Ret,GC1_3M_Fwd_Ret,GC2_3M_Fwd_Sign,GC1_3M_Fwd_Sign,GC2_6M_Fwd_Ret,GC1_6M_Fwd_Ret,GC2_6M_Fwd_Sign,GC1_6M_Fwd_Sign,GC2_12M_Fwd_Ret,GC1_12M_Fwd_Ret,GC2_12M_Fwd_Sign,GC1_12M_Fwd_Sign,GC1_OPEN_INT,GC1_sharpe,GC2_sharpe
1985-01-31,-0.018247511312660336,-0.020606009194436226,0.16807301324980475,0.1747927366414868,,-1.0,-1.0,-0.1054906308099195,-0.09975454554953345,-1.0,-1.0,-0.11103728055790807,-0.1048013485123489,-1.0,-1.0,-0.2099139392763707,-0.20636424850506252,-1.0,-1.0,0.06268450906377865,0.06227569051286874,1.0,1.0,0.023619425822881013,0.02550345332062154,1.0,1.0,0.06507613950122693,0.06681633694828282,1.0,1.0,,-1.3028274528907955,-1.414658955997746
1985-02-28,-0.05196848617914274,-0.04797722208742794,0.1587997537089586,0.16287814788514582,,-1.0,-1.0,-0.1294702563386103,-0.13097354594630684,-1.0,-1.0,-0.20036037738363266,-0.1959677676949978,-1.0,-1.0,-0.3251948432599061,-0.32332261563546894,-1.0,-1.0,0.042356275594613635,0.03996662717056054,1.0,1.0,0.07396854427256727,0.07290933847368208,1.0,1.0,0.13803489957672888,0.1371420432174837,1.0,1.0,,-3.9270957264370843,-3.534707832355211
1985-03-31,0.13249168800467181,0.1312677403456428,0.236571069630807,0.2390205596216677,,1.0,1.0,0.06268450906377865,0.06227569051286874,1.0,1.0,-0.050200209909070814,-0.04537468630724817,-1.0,-1.0,-0.16567169152087136,-0.1618360325542021,-1.0,-1.0,0.08658466480052152,0.09098683449150702,1.0,1.0,0.1481846002207643,0.1499357032654931,1.0,1.0,0.1625018645057521,0.16649434904898897,1.0,1.0,,6.7206030667116705,6.590281968383934
1985-04-30,-0.040556574654968536,-0.04093424266360124,0.26087004706846034,0.26100447211670097,,-1.0,-1.0,0.042356275594613635,0.03996662717056054,1.0,1.0,-0.06313435521530586,-0.059787918378972904,-1.0,-1.0,-0.1861081629731265,-0.18179484095765286,-1.0,-1.0,-0.039065083240897636,-0.036772237192247204,-1.0,-1.0,-0.0211744148183719,-0.020846917018127797,-1.0,-1.0,0.0020929892526098115,0.004540646435414075,1.0,1.0,,-1.865598988188563,-1.882001898203428
1985-05-31,-0.0009482788581962609,-0.003748832881520059,0.2330265595487771,0.23540248393217825,,-1.0,-1.0,0.08658466480052152,0.09098683449150702,1.0,1.0,-0.042885591538088796,-0.03998671145479982,-1.0,-1.0,-0.20857789136050897,-0.20153276982931878,-1.0,-1.0,0.03161226867795364,0.03294271130312154,1.0,1.0,0.031007856450426807,0.031719113753738704,1.0,1.0,0.09084975506185256,0.09516657046958787,1.0,1.0,,-0.04883282970142812,-0.19110246343535445
1985-06-30,0.004732616320917593,0.005617992304223662,0.2037544379952843,0.20551665793815216,,1.0,1.0,-0.039065083240897636,-0.036772237192247204,-1.0,-1.0,0.023619425822881013,0.02550345332062154,1.0,1.0,-0.17696435468549776,-0.16874750238254155,-1.0,-1.0,0.06159993542024278,0.058948868773986085,1.0,1.0,0.024119907689545528,0.020967696456589913,1.0,1.0,0.08285564905015175,0.08455736751419085,1.0,1.0,,0.2787247061206367,0.3280313543779599
1985-07-31,0.02915837384040021,0.029743109255250033,0.18426595425665285,0.1873757089020446,,1.0,1.0,0.03161226867795364,0.03294271130312154,1.0,1.0,0.07396854427256727,0.07290933847368208,1.0,1.0,-0.0370687362853408,-0.03189201003866682,-1.0,-1.0,0.017890668422525735,0.015925320174119406,1.0,1.0,0.04145671367834591,0.04131288362766128,1.0,1.0,0.08755589102431927,0.09023249447937332,1.0,1.0,,1.8988884164540096,1.9048216716799078
1985-08-31,0.025057878612668283,0.026238833860769084,0.1698561515104292,0.17133803372167455,,1.0,1.0,0.06159993542024278,0.058948868773986085,1.0,1.0,0.1481846002207643,0.1499357032654931,1.0,1.0,-0.052175777162868364,-0.04603206442950469,-1.0,-1.0,-0.0006044122275268293,-0.0012235975493828377,-1.0,-1.0,0.0640663553041616,0.0642327047438016,1.0,1.0,0.1013342944077058,0.10331012648669802,1.0,1.0,,1.7702893929841375,1.8376889210757759
1985-09-30,-0.038290932278949086,-0.03809127469349338,0.15912332935239903,0.15842315776765095,,-1.0,-1.0,0.017890668422525735,0.015925320174119406,1.0,1.0,-0.0211744148183719,-0.020846917018127797,-1.0,-1.0,-0.07137462472744271,-0.06622160332537597,-1.0,-1.0,-0.03748002773069725,-0.03798117231739617,-1.0,-1.0,0.014317264284987807,0.016558645783495862,1.0,1.0,0.14621547019993208,0.14954003381078174,1.0,1.0,,-2.8876418638136134,-2.8852808059306128
1985-10-31,0.012009456116897965,0.011248028605197469,0.1482047693603267,0.1482027737091987,,1.0,1.0,-0.0006044122275268293,-0.0012235975493828377,-1.0,-1.0,0.031007856450426807,0.031719113753738704,1.0,1.0,-0.03212649876487905,-0.0280688046252342,-1.0,-1.0,0.02356604525582018,0.025387563453541873,1.0,1.0,0.023267404070981712,0.025387563453541873,1.0,1.0,0.2730540496640712,0.2767020018018993,1.0,1.0,,0.972394302995715,0.9107545013106044
1985-11-30,-0.011699696155345052,-0.010636781642401338,0.11628099457866964,0.11765297596088092,,-1.0,-1.0,-0.03748002773069725,-0.03798117231739617,-1.0,-1.0,0.024119907689545528,0.020967696456589913,1.0,1.0,-0.01876568384854327,-0.019019014998209904,-1.0,-1.0,0.06467076753168843,0.06545630229318444,1.0,1.0,0.05984189861142575,0.06344745671584917,1.0,1.0,0.2122011928932661,0.2160785182174978,1.0,1.0,,-1.2073886568725192,-1.0848971618980232
1985-12-31,0.02507780349198896,0.022954798293024048,0.11777704670028483,0.11931959983738466,,1.0,1.0,0.02356604525582018,0.025387563453541873,1.0,1.0,0.04145671367834591,0.04131288362766128,1.0,1.0,0.06507613950122693,0.06681633694828282,1.0,1.0,0.05179729201568506,0.054539818100892035,1.0,1.0,0.05873574136060622,0.06358967105760094,1.0,1.0,0.18775538678546866,0.19110909826708955,1.0,1.0,,2.555112819815168,2.3085694210481544
1986-01-31,0.052078194956540536,0.052352750881065724,0.12788600011692128,0.13080765102171013,,1.0,1.0,0.06467076753168843,0.06545630229318444,1.0,1.0,0.0640663553041616,0.0642327047438016,1.0,1.0,0.13803489957672888,0.1371420432174837,1.0,1.0,-0.00029864118483846624,0.0,-1.0,0.0,0.04609917734597335,0.048919610851712036,1.0,1.0,0.20597704031696562,0.2063927227679807,1.0,1.0,,4.886682974736321,4.802723737226357
1986-02-28,-0.02261618034763746,-0.023510257158404713,0.16703055724421864,0.17015172262950176,,-1.0,-1.0,0.05179729201568506,0.054539818100892035,1.0,1.0,0.014317264284987807,0.016558645783495862,1.0,1.0,0.1625018645057521,0.16649434904898897,1.0,1.0,-0.0048288689202626855,-0.002008845577335272,-1.0,-1.0,0.0372679391035442,0.03907742174289641,1.0,1.0,0.14728589668937175,0.14963553449303735,1.0,1.0,,-1.6248174504670951,-1.6580677617655846
1986-03-31,-0.029462014608903075,-0.029141134907499477,0.17778452812180295,0.18096160966207722,,-1.0,-1.0,-0.00029864118483846624,0.0,-1.0,0.0,0.023267404070981712,0.025387563453541873,1.0,1.0,0.0020929892526098115,0.004540646435414075,1.0,1.0,0.00693844934492116,0.009049852956708904,1.0,1.0,0.13189820591494428,0.13298138802728587,1.0,1.0,0.17689150369603723,0.17791278595933147,1.0,1.0,,-1.9886104771986586,-1.9324188127139346
1986-04-30,0.050069349379205264,0.047822523145641505,0.16270759712853824,0.1642053882368599,,1.0,1.0,-0.0048288689202626855,-0.002008845577335272,-1.0,-1.0,0.05984189861142575,0.06344745671584917,1.0,1.0,0.09084975506185256,0.09516657046958787,1.0,1.0,0.04639781853081182,0.048919610851712036,1.0,1.0,0.2497866455930895,0.2513144383483574,1.0,1.0,0.23312936895742364,0.23306096985014246,1.0,1.0,,3.6927113616938767,3.494832197101306
1986-05-31,-0.011557481813593284,-0.011742938893220867,0.13366588579585678,0.1359025854947761,,-1.0,-1.0,0.00693844934492116,0.009049852956708904,1.0,1.0,0.05873574136060622,0.06358967105760094,1.0,1.0,0.08285564905015175,0.08455736751419085,1.0,1.0,0.042096808023806886,0.041086267320231684,1.0,1.0,0.15235929428184036,0.15263106150164862,1.0,1.0,0.27399255567559777,0.2710988879812044,1.0,1.0,,-1.0375854761845176,-1.0368843698272905
1986-06-30,0.010407743286100057,0.01031823427839118,0.13862293827162753,0.13923621300872588,,1.0,1.0,0.04639781853081182,0.048919610851712036,1.0,1.0,0.04609917734597335,0.048919610851712036,1.0,1.0,0.08755589102431927,0.09023249447937332,1.0,1.0,0.12495975657002312,0.12393153507057697,1.0,1.0,0.12901964542486244,0.1275194272094886,1.0,1.0,0.27287988664664553,0.2687596248872257,1.0,1.0,,0.9009542070770187,0.8892716102019702
1986-07-31,0.04223600584772491,0.04352151263863657,0.14133537782267086,0.14657875327758182,,1.0,1.0,0.042096808023806886,0.041086267320231684,1.0,1.0,0.0372679391035442,0.03907742174289641,1.0,1.0,0.1013342944077058,0.10331012648669802,1.0,1.0,0.20338882706227768,0.2023948274966454,1.0,1.0,0.15987786297099227,0.15747311191626867,1.0,1.0,0.26606428291945594,0.26278451285447346,1.0,1.0,,3.586024093759494,3.5629867220566305
1986-08-31,0.071287785936752,0.07112000965299536,0.20077539920350154,0.20559405525201913,,1.0,1.0,0.12495975657002312,0.12393153507057697,1.0,1.0,0.13189820591494428,0.13298138802728587,1.0,1.0,0.14621547019993208,0.14954003381078174,1.0,1.0,0.11026248625803348,0.11154479418141694,1.0,1.0,0.11001795758582755,0.11055811275014094,1.0,1.0,0.24821562886354887,0.24652417803444493,1.0,1.0,,4.260748252199739,4.151093351360716
1986-09-30,0.08887103571216848,0.08874730477064574,0.23260309749060584,0.2372683667590562,,1.0,1.0,0.20338882706227768,0.2023948274966454,1.0,1.0,0.2497866455930895,0.2513144383483574,1.0,1.0,0.2730540496640712,0.2767020018018993,1.0,1.0,0.004059888854839322,0.0035878921389116414,1.0,1.0,0.044993297781092956,0.04493139793204559,1.0,1.0,0.15382372216536222,0.15146969032142454,1.0,1.0,,4.584859101410258,4.4884519238471166
1986-10-31,-0.04861402746750354,-0.04960482816560763,0.23224454922634444,0.23402504574613983,,-1.0,-1.0,0.11026248625803348,0.11154479418141694,1.0,1.0,0.15235929428184036,0.15263106150164862,1.0,1.0,0.2122011928932661,0.2160785182174978,1.0,1.0,-0.04351096409128541,-0.04492171558037672,-1.0,-1.0,-0.016657276635665852,-0.018253468498214964,-1.0,-1.0,0.06529440104680617,0.06149477992656216,1.0,1.0,,-2.511870920343945,-2.5435650961606964
1986-11-30,-0.0366691161057533,-0.03508258775019879,0.21896670495837814,0.22181589661557444,,-1.0,-1.0,0.004059888854839322,0.0035878921389116414,1.0,1.0,0.12901964542486244,0.1275194272094886,1.0,1.0,0.18775538678546866,0.19110909826708955,1.0,1.0,-0.00024452867220592367,-0.0009866814312760042,-1.0,-1.0,0.12163326139375741,0.11846782647955578,1.0,1.0,0.1542205341809586,0.15016178424880167,1.0,1.0,,-2.009572155514153,-1.8979300375932853
1986-12-31,0.04036142799288012,0.04117645182452101,0.20111816033890878,0.20352568359327292,,1.0,1.0,-0.04351096409128541,-0.04492171558037672,-1.0,-1.0,0.15987786297099227,0.15747311191626867,1.0,1.0,0.20597704031696562,0.2063927227679807,1.0,1.0,0.040933408926253634,0.04134350579313395,1.0,1.0,0.1438602412217831,0.1412401976777371,1.0,1.0,0.230359791343953,0.2279923703448059,1.0,1.0,,2.4082217891133944,2.427789029721181
1987-01-31,-0.004678993318402824,-0.006338392746528143,0.2024947538120401,0.20859733293228266,,-1.0,-1.0,-0.00024452867220592367,-0.0009866814312760042,-1.0,-1.0,0.11001795758582755,0.11055811275014094,1.0,1.0,0.14728589668937175,0.14963553449303735,1.0,1.0,0.026853687455619557,0.026668247082161756,1.0,1.0,0.10618641994846367,0.10531140093820479,1.0,1.0,0.1845467018407163,0.18334458369199513,1.0,1.0,,-0.27728086167087357,-0.36462936457116374
1987-02-28,0.005661071118656658,0.006095349848260767,0.19143392262065903,0.19887457570694167,,1.0,1.0,0.040933408926253634,0.04134350579313395,1.0,1.0,0.044993297781092956,0.04493139793204559,1.0,1.0,0.17689150369603723,0.17791278595933147,1.0,1.0,0.12187779006596333,0.11945450791083179,1.0,1.0,0.1381976712777213,0.135966065284304,1.0,1.0,0.114489664325923,0.11440346396734569,1.0,1.0,,0.3548631950591852,0.3677905932375856
1987-03-31,0.025686169281907922,0.027096730353886933,0.1656862590610476,0.172527112403945,,1.0,1.0,0.026853687455619557,0.026668247082161756,1.0,1.0,-0.016657276635665852,-0.018253468498214964,-1.0,-1.0,0.23312936895742364,0.23306096985014246,1.0,1.0,0.10292683229552946,0.09989669188460315,1.0,1.0,0.10883042438426926,0.10653829238937895,1.0,1.0,0.05761744529166268,0.05839858981940527,1.0,1.0,,1.8603475818071629,1.8846937140252518
1987-04-30,0.0881072675102672,0.08868570986381563,0.18291688507975384,0.18584978750700792,,1.0,1.0,0.12187779006596333,0.11945450791083179,1.0,1.0,0.12163326139375741,0.11846782647955578,1.0,1.0,0.27399255567559777,0.2710988879812044,1.0,1.0,0.07933273249284412,0.07864315385604304,1.0,1.0,0.08195167768247202,0.07974824842477712,1.0,1.0,0.0799881120903061,0.08349621921314831,1.0,1.0,,5.780150966720307,5.726283213133392
1987-05-31,-0.013896744907571978,-0.012855607922173107,0.20577090646223095,0.2078695071807892,,-1.0,-1.0,0.10292683229552946,0.09989669188460315,1.0,1.0,0.1438602412217831,0.1412401976777371,1.0,1.0,0.27287988664664553,0.2687596248872257,1.0,1.0,0.01631988121175798,0.016511557373472208,1.0,1.0,0.032587272787201194,0.031693957769245884,1.0,1.0,-0.010665026542354461,-0.008579750308875589,-1.0,-1.0,,-0.810420393037791,-0.7421352807264187
1987-06-30,0.004432631253347807,0.003502630551201591,0.19917745858576327,0.20130475254372684,,1.0,1.0,0.07933273249284412,0.07864315385604304,1.0,1.0,0.10618641994846367,0.10531140093820479,1.0,1.0,0.26606428291945594,0.26278451285447346,1.0,1.0,0.005903592088739806,0.006641600504775802,1.0,1.0,0.08649955012216992,0.0867521726670688,1.0,1.0,0.008298802814694639,0.010605463823498695,1.0,1.0,,0.26705619911939016,0.2087956994720684
1987-07-31,0.02597567102769638,0.025672858582729496,0.1699781113246166,0.17270705566334038,,1.0,1.0,0.01631988121175798,0.016511557373472208,1.0,1.0,0.1381976712777213,0.135966065284304,1.0,1.0,0.24821562886354887,0.24652417803444493,1.0,1.0,0.002618945189627908,0.0011050945687340885,1.0,1.0,0.07836028189225264,0.07803318275379034,1.0,1.0,-0.03265142913643526,-0.0325908147679117,-1.0,-1.0,,1.8338128945148147,1.7837968565296274
1987-08-31,-0.023766701776268384,-0.02327189704519128,0.17964050983142443,0.18066779802903432,,-1.0,-1.0,0.005903592088739806,0.006641600504775802,1.0,1.0,0.10883042438426926,0.10653829238937895,1.0,1.0,0.15382372216536222,0.15146969032142454,1.0,1.0,0.016267391575443213,0.015182400395773676,1.0,1.0,-0.02370800695179831,-0.021562601316958308,-1.0,-1.0,-0.061037380045836365,-0.06222845784069886,-1.0,-1.0,,-1.5876175233684993,-1.545725179522121
1987-09-30,-0.001103874682693906,0.00021798365208969273,0.16302318636636,0.16382169663260557,,1.0,-1.0,0.002618945189627908,0.0011050945687340885,1.0,1.0,0.08195167768247202,0.07974824842477712,1.0,1.0,0.06529440104680617,0.06149477992656216,1.0,1.0,0.08059595803343012,0.080110572162293,1.0,1.0,-0.05121297909260658,-0.048139702569973686,-1.0,-1.0,-0.04184897324845238,-0.04305840757227042,-1.0,-1.0,,-0.08125528943200867,0.01596738331274056
1987-10-31,0.04005297685473597,0.0393213049685448,0.1553021739071632,0.15574669805471975,,1.0,1.0,0.016267391575443213,0.015182400395773676,1.0,1.0,0.032587272787201194,0.031693957769245884,1.0,1.0,0.1542205341809586,0.15016178424880167,1.0,1.0,0.07574133670262473,0.07692808818505625,1.0,1.0,-0.001963565592165928,0.003747970788371191,-1.0,1.0,-0.13915184081790688,-0.137864306699786,-1.0,-1.0,,3.0948422044893387,3.0296350774432264
1987-11-30,0.04116146999025094,0.04105666941279562,0.16244549390030727,0.16033900372545326,,1.0,1.0,0.08059595803343012,0.080110572162293,1.0,1.0,0.08649955012216992,0.0867521726670688,1.0,1.0,0.230359791343953,0.2279923703448059,1.0,1.0,-0.039975398527241524,-0.036745001712731984,-1.0,-1.0,-0.043252299329555655,-0.04027370807812147,-1.0,-1.0,-0.12744291204842462,-0.12676296665761466,-1.0,-1.0,,3.0406361421520294,3.072739767032344
1987-12-31,-0.004286358659930656,-0.004636637678715694,0.14926538121078115,0.14879715781736796,,-1.0,-1.0,0.07574133670262473,0.07692808818505625,1.0,1.0,0.07836028189225264,0.07803318275379034,1.0,1.0,0.1845467018407163,0.18334458369199513,1.0,1.0,-0.1318089371260367,-0.1282502747322667,-1.0,-1.0,-0.07820074730747528,-0.07614670884357011,-1.0,-1.0,-0.14613781644190116,-0.1448256861153796,-1.0,-1.0,,-0.3445963390970975,-0.37392953575685794
1988-01-31,-0.07362011304305227,-0.07639543026132145,0.1472619514967344,0.14796098268597185,,-1.0,-1.0,-0.039975398527241524,-0.036745001712731984,-1.0,-1.0,-0.02370800695179831,-0.021562601316958308,-1.0,-1.0,0.114489664325923,0.11440346396734569,1.0,1.0,-0.07770490229479066,-0.07318011739668506,-1.0,-1.0,-0.1110117110286879,-0.11062399752170204,-1.0,-1.0,-0.17031072731474062,-0.17040655852675624,-1.0,-1.0,,-5.999114825910873,-6.1958574922520695
1988-02-29,-0.05034380302928376,-0.05077686918599955,0.17354441273830232,0.1763014190061376,,-1.0,-1.0,-0.1318089371260367,-0.1282502747322667,-1.0,-1.0,-0.05121297909260658,-0.048139702569973686,-1.0,-1.0,0.05761744529166268,0.05839858981940527,1.0,1.0,-0.003276900802314131,-0.003528706365389489,-1.0,-1.0,-0.037329373094038054,-0.04066585652374055,-1.0,-1.0,-0.14705125852805345,-0.1482964951798511,-1.0,-1.0,,-3.481101043929321,-3.4561402492783238
1988-03-31,0.05078379867565097,0.049467397152530346,0.15826301225367487,0.1605316793813139,,1.0,1.0,-0.07770490229479066,-0.07318011739668506,-1.0,-1.0,-0.001963565592165928,0.003747970788371191,-1.0,1.0,0.0799881120903061,0.08349621921314831,1.0,1.0,0.053608189818561414,0.05210356588869658,1.0,1.0,0.0093640058441542,0.005081294997703267,1.0,1.0,-0.09703263530281081,-0.10102224954793826,-1.0,-1.0,,3.8505875468300474,3.6977671205965157
1988-04-30,-0.003968702011756697,-0.0019674287688449255,0.13536468627382467,0.13707966860145004,,-1.0,-1.0,-0.003276900802314131,-0.003528706365389489,-1.0,-1.0,-0.043252299329555655,-0.04027370807812147,-1.0,-1.0,-0.010665026542354461,-0.008579750308875589,-1.0,-1.0,-0.03330680873389724,-0.03744388012501698,-1.0,-1.0,-0.13718827522574095,-0.1416122774881572,-1.0,-1.0,-0.16050408053935783,-0.16547435643771813,-1.0,-1.0,,-0.3518231043268,-0.17222937191934068
1988-05-31,0.005288469224802306,0.006108221434875993,0.11367435439579786,0.11603738680419995,,1.0,1.0,0.053608189818561414,0.05210356588869658,1.0,1.0,-0.07820074730747528,-0.07614670884357011,-1.0,-1.0,0.008298802814694639,0.010605463823498695,1.0,1.0,-0.03405247229172392,-0.03713715015835106,-1.0,-1.0,-0.08419061271886896,-0.08648925857949319,-1.0,-1.0,-0.17195967210265373,-0.17352277242440728,-1.0,-1.0,,0.5582757081396156,0.6316813850883696
1988-06-30,-0.03876364733806259,-0.03744760139992831,0.12087855197094309,0.12157877920854544,,-1.0,-1.0,-0.03330680873389724,-0.03744388012501698,-1.0,-1.0,-0.1110117110286879,-0.11062399752170204,-1.0,-1.0,-0.03265142913643526,-0.0325908147679117,-1.0,-1.0,-0.044244183974407214,-0.04702227089099331,-1.0,-1.0,-0.06793706913442588,-0.0686789772718095,-1.0,-1.0,-0.2267930910023752,-0.2250685127543477,-1.0,-1.0,,-3.8481911014996903,-3.696132003664293
1988-07-31,-0.0036619720450907778,-0.0027130923266716067,0.12677870917343398,0.12866379061789804,,-1.0,-1.0,-0.03405247229172392,-0.03713715015835106,-1.0,-1.0,-0.037329373094038054,-0.04066585652374055,-1.0,-1.0,-0.061037380045836365,-0.06222845784069886,-1.0,-1.0,-0.10388146649184371,-0.10416839736314021,-1.0,-1.0,-0.05929901628605272,-0.05978256100505419,-1.0,-1.0,-0.14975754406563446,-0.14849317644755278,-1.0,-1.0,,-0.346617068651284,-0.25304017364719517
1988-08-31,-0.004596651507839944,-0.004083490247807298,0.13756164217809455,0.13909888297811196,0.0,-1.0,-1.0,-0.044244183974407214,-0.04702227089099331,-1.0,-1.0,0.0093640058441542,0.005081294997703267,1.0,1.0,-0.04184897324845238,-0.04305840757227042,-1.0,-1.0,-0.05013814042714504,-0.04935210842114213,-1.0,-1.0,-0.1097218854340154,-0.10763063865611056,-1.0,-1.0,-0.16450521280283947,-0.16301835483165572,-1.0,-1.0,,-0.40098255022767554,-0.35228092364622593
1988-09-30,-0.09590977381020949,-0.0970848839173648,0.12299994048889915,0.12599956489581257,0.8097173597911196,-1.0,-1.0,-0.10388146649184371,-0.10416839736314021,-1.0,-1.0,-0.13718827522574095,-0.1416122774881572,-1.0,-1.0,-0.13915184081790688,-0.137864306699786,-1.0,-1.0,-0.023692885160018662,-0.021656706380816182,-1.0,-1.0,-0.10639664114696501,-0.10610354454564153,-1.0,-1.0,-0.18555478441076723,-0.18245997592523988,-1.0,-1.0,,-9.357055630660124,-9.246211349790903
1988-10-31,0.051154316896907304,0.051030233738027064,0.12436464172018968,0.1259275076691888,0.8802193401124985,1.0,1.0,-0.05013814042714504,-0.04935210842114213,-1.0,-1.0,-0.08419061271886896,-0.08648925857949319,-1.0,-1.0,-0.12744291204842462,-0.12676296665761466,-1.0,-1.0,0.04458245020579099,0.04438583635808602,1.0,1.0,-0.023315805313616877,-0.02386207894956094,-1.0,-1.0,-0.0705686901641629,-0.07145868282367385,-1.0,-1.0,0.0,4.935902956597618,4.862820015980941
1988-11-30,0.023098750532486,0.02236176501931908,0.12980243135811123,0.13553481445296933,,1.0,1.0,-0.023692885160018662,-0.021656706380816182,-1.0,-1.0,-0.06793706913442588,-0.0686789772718095,-1.0,-1.0,-0.14613781644190116,-0.1448256861153796,-1.0,-1.0,-0.05958374500687036,-0.05827853023496843,-1.0,-1.0,-0.08776905938378476,-0.08703351384491409,-1.0,-1.0,-0.09533398394386605,-0.09468399734144484,-1.0,-1.0,0.15191223659138675,2.1354377070573336,1.9798690197413706
1988-12-31,-0.029867231071307287,-0.028809548551555153,0.12658145861379566,0.12997970534841943,,-1.0,-1.0,0.04458245020579099,0.04438583635808602,1.0,1.0,-0.05929901628605272,-0.05978256100505419,-1.0,-1.0,-0.17031072731474062,-0.17040655852675624,-1.0,-1.0,-0.08270375598694635,-0.08444683816482534,-1.0,-1.0,-0.15885602186794934,-0.1563895354825382,-1.0,-1.0,-0.028569998903744676,-0.03156619962403617,-1.0,-1.0,3.0040310763686864,-2.8314318446052886,-2.6597581652608797
1989-01-31,-0.05151004969614714,-0.053135961474634286,0.11339940400506456,0.11470704674650158,,-1.0,-1.0,-0.05958374500687036,-0.05827853023496843,-1.0,-1.0,-0.1097218854340154,-0.10763063865611056,-1.0,-1.0,-0.14705125852805345,-0.1482964951798511,-1.0,-1.0,-0.06789825551940787,-0.06824791530764696,-1.0,-1.0,-0.09045852777958174,-0.08871061544249859,-1.0,-1.0,-0.017156395194959373,-0.017370408618300637,-1.0,-1.0,,-5.450827557490158,-5.558782618689103
1989-02-28,-0.0030695573973709145,-0.0007582459607569092,0.11035629069391976,0.109033468899246,,-1.0,-1.0,-0.08270375598694635,-0.08444683816482534,-1.0,-1.0,-0.10639664114696501,-0.10610354454564153,-1.0,-1.0,-0.09703263530281081,-0.10102224954793826,-1.0,-1.0,-0.028185314376914405,-0.02875498360994566,-1.0,-1.0,-0.054783327368824075,-0.055387716175545165,-1.0,-1.0,0.054093815953999425,0.051752576682137175,1.0,1.0,,-0.33377969245644856,-0.08345099556073862
1989-03-31,-0.0136683082141289,-0.014004048084016674,0.10905012551175805,0.10869734167415468,,-1.0,-1.0,-0.06789825551940787,-0.06824791530764696,-1.0,-1.0,-0.023315805313616877,-0.02386207894956094,-1.0,-1.0,-0.16050408053935783,-0.16547435643771813,-1.0,-1.0,-0.07615226588100299,-0.07194269731771286,-1.0,-1.0,-0.07915814326380222,-0.07635643137959836,-1.0,-1.0,0.046922187367640866,0.04629900918276686,1.0,1.0,,-1.504076201653356,-1.5460228780200016
1989-04-30,-0.012017117998445848,-0.013423020332140823,0.10825357723951434,0.10958801548482548,,-1.0,-1.0,-0.028185314376914405,-0.02875498360994566,-1.0,-1.0,-0.08776905938378476,-0.08703351384491409,-1.0,-1.0,-0.17195967210265373,-0.17352277242440728,-1.0,-1.0,-0.022560272260173875,-0.02046270013485163,-1.0,-1.0,-0.04725288485054602,-0.04759660387411291,-1.0,-1.0,-0.03922071315328157,-0.03945986274587909,-1.0,-1.0,,-1.3321076278365498,-1.4698344821108098
1989-05-31,-0.04625727110513811,-0.04872519746484549,0.10065988500814799,0.1019222730393143,,-1.0,-1.0,-0.07615226588100299,-0.07194269731771286,-1.0,-1.0,-0.15885602186794934,-0.1563895354825382,-1.0,-1.0,-0.2267930910023752,-0.2250685127543477,-1.0,-1.0,-0.02659801299190967,-0.026632732565599504,-1.0,-1.0,-0.0075649245600812876,-0.007650483496530747,-1.0,-1.0,-0.022337021192159412,-0.024206544538224684,-1.0,-1.0,,-5.514483284147656,-5.736747740629859
1989-06-30,0.03781168896873233,0.03958794553681244,0.1612751938959677,0.1629392793842563,,1.0,1.0,-0.022560272260173875,-0.02046270013485163,-1.0,-1.0,-0.09045852777958174,-0.08871061544249859,-1.0,-1.0,-0.14975754406563446,-0.14849317644755278,-1.0,-1.0,-0.003005877382799227,-0.004413734061885499,-1.0,-1.0,0.13028602296420466,0.12482333585850203,1.0,1.0,0.005713523909016693,0.002748764878030663,1.0,1.0,,2.813453555154167,2.9155360710871694
1989-07-31,-0.01818715042919372,-0.017460761063876618,0.16078598953180182,0.16095952074809156,,-1.0,-1.0,-0.02659801299190967,-0.026632732565599504,-1.0,-1.0,-0.054783327368824075,-0.055387716175545165,-1.0,-1.0,-0.16450521280283947,-0.16301835483165572,-1.0,-1.0,-0.024692612590372143,-0.027133903739261278,-1.0,-1.0,0.07330213258462237,0.07134020682419795,1.0,1.0,-0.04615791168213068,-0.04721439675164785,-1.0,-1.0,,-1.3573682992270784,-1.3017504760991514
1989-08-31,-0.024038272601424104,-0.02513306185573505,0.14079132212442197,0.1412572872699779,,-1.0,-1.0,-0.003005877382799227,-0.004413734061885499,-1.0,-1.0,-0.07915814326380222,-0.07635643137959836,-1.0,-1.0,-0.18555478441076723,-0.18245997592523988,-1.0,-1.0,0.019033088431828382,0.018982249069068757,1.0,1.0,0.1088771433228235,0.10714029285768234,1.0,1.0,-0.0002669157896537655,-0.0013504390978713587,-1.0,-1.0,,-2.0488426904761092,-2.1350880234050793
