test_date,train_end,calib_start,calib_end,best_alpha,forecast,realized,calib_error,hist_mean,SSE_forecast,SSE_hist,row_num,Cum_SSE_forecast,Cum_SSE_hist,RMSE_forecast,RMSE_hist,RMSE_diff,Cum_RMSE_diff,R_Sq_OOS
1996-11-30,1991-10-31,1991-11-30,1996-10-31,0.0001,-0.7815804543004036,-1.5272824217011733,0.5351031474189288,-0.35675878059928917,0.5560714241853787,1.3701255943784127,11,8.121757761034466,15.248005507371229,0.22483760284528975,0.3529261568886887,0.12808855404339897,1.8490578258911767,0.4673560580032434
1996-12-31,1991-11-30,1991-12-31,1996-11-30,0.0001,-0.7897018196807144,-0.8707635509175704,0.542592087097108,-0.432267210136215,0.006571004271116276,0.19227904087863856,12,8.128328765305582,15.440284548249867,0.023400506175287956,0.1265829901943907,0.10318248401910275,1.9522403099102794,0.47356353829457654
1997-01-31,1991-12-31,1992-01-31,1996-12-31,0.0001,-0.7905751435871344,-4.955811643560978,0.5319149083441015,-1.0613471516935082,17.34919510071435,15.166853678416548,13,25.477523866019933,30.607138226666414,1.1552287519299886,1.0801301089155364,-0.07509864301445224,1.8771416668958272,0.16759536035869282
1997-02-28,1992-01-31,1992-02-29,1997-01-31,0.0001,0.7711398424608943,2.6217632817262766,0.8075386645516714,-0.7803346567907287,3.4248071139584324,11.574270383261657,14,28.902330979978366,42.18140860992807,0.49459991869030817,0.9092489201557536,0.4146490014654455,2.2917906683612728,0.31480877636751703
1997-03-31,1992-02-29,1992-03-31,1997-02-28,0.0001,-0.8275141529276114,-1.4020493267951863,0.8637174724845429,-0.8395024413889155,0.33009066601104453,0.316458998280296,15,29.232421645989408,42.49786760820837,0.14834434401330002,0.1452489812426226,-0.003095362770677429,2.288695305590595,0.3121438017670507
1997-04-30,1992-03-31,1992-04-30,1997-03-31,0.0001,-0.8335641267853754,-0.9281192619706189,0.8659799931864224,-0.8848717590805766,0.008940673589899674,0.001870346506224218,16,29.24136231957931,42.49973795471459,0.023638783796310875,0.010811875722510578,-0.012826908073800297,2.275868397516795,0.3119637031471273
1997-05-31,1992-04-30,1992-05-31,1997-04-30,0.0001,0.7937433195799127,0.24585739907300866,0.8658711612114222,-0.8370874465232913,0.30017898188969766,1.1727695386035941,17,29.541541301469007,43.672507493318186,0.13288185417874862,0.26265270500657373,0.1297708508278251,2.4056392483446203,0.32356663271535735
1997-06-30,1992-05-31,1992-06-30,1997-05-31,0.0001,-0.8366820958908121,-1.1061454754728284,0.8641854444460119,-0.8042736865868552,0.07261051293576179,0.09112657692521758,18,29.614151814404767,43.763634070243405,0.06351312766129613,0.07115186299006185,0.007638735328765717,2.4132779836733858,0.32331598041259146
1997-07-31,1992-06-30,1992-07-31,1997-06-30,0.0001,-0.8394570208127462,-1.4544057591499047,0.8643058444024713,-0.99091347522346,0.378161950782463,0.21482509725935203,19,29.99231376518723,43.978459167502756,0.1410789160983953,0.10633242246032809,-0.0347464936380672,2.3785314900353187,0.31802263351350846
1997-08-31,1992-07-31,1992-08-31,1997-07-31,0.0001,-0.8457251930408723,-0.015619978128265767,0.8502126501559574,-0.9857008437190693,0.6890746678251047,0.9410568857854026,20,30.681388433012337,44.919516053288156,0.18561716890216604,0.21691667591328734,0.0312995070111213,2.40983099704644,0.31696974658821087
1997-09-30,1992-08-31,1992-09-30,1997-08-31,0.0001,0.7861309345986468,0.7213818733949288,0.8369180041690764,-0.7343640546830316,0.004192440926762825,2.119196207115562,21,30.6855808739391,47.03871226040372,0.014129403530636497,0.31766980514480925,0.30354040161417273,2.7133713986606125,0.347652616337254
1997-10-31,1992-09-30,1992-10-31,1997-09-30,0.0001,-0.8375904839498806,-2.495362797852863,0.8352053711528344,-0.9305464717795978,2.748209044743248,2.4486501343454314,22,33.43378991868235,49.487362394749155,0.3534382448786137,0.3336199616837746,-0.01981828319483908,2.6935531154657735,0.3243974158091353
1997-11-30,1992-10-31,1992-11-30,1997-10-31,0.0001,-0.8541277174253451,-1.3645066330085565,0.8809821325318129,-0.9169818227218798,0.26048663747189477,0.20027845582212594,23,33.69427655615424,49.68764085057128,0.10642136052991853,0.09331537359292992,-0.013105986936988612,2.680447128528785,0.32187811738767935
1997-12-31,1992-11-30,1992-12-31,1997-11-30,0.0001,-0.8591687537744296,-0.5693175079798972,0.8852945047488557,-0.8918613191437402,0.08401374468864242,0.10403451012009682,24,33.77829030084288,49.79167536069137,0.0591656377922194,0.06583897975366898,0.006673341961449579,2.6871204704902345,0.3216076772642691
