Date,GC1_PX_Last,GC1_Monthly_Return,GC2_PX_Last,GC2_Monthly_Return,GC1_OPEN_INT,GC2_OPEN_INT,GC2_1M_Sign,GC1_1M_Sign,GC2_3M_Ret,GC1_3M_Ret,GC2_3M_Sign,GC1_3M_Sign,GC2_6M_Ret,GC1_6M_Ret,GC2_6M_Sign,GC1_6M_Sign,GC2_12M_Ret,GC1_12M_Ret,GC2_12M_Sign,GC1_12M_Sign,SPX Index,NDX Index,DXY Curncy,USGG10YR Index,USGG2YR Index,CPI YOY Index,PCE CYOY Index,VIX Index,JPY Curncy,LEGATRUU Index,EMUSTRUU Index,PE_RATIO,fed_eff_rate,GDP_Nominoal_YOY,GDP_Real_QoQ,CPI_YoY,US_Unemp,Cons_Conf,US_RIR
1987-08-31,453.200012,-0.023486497949414376,458.7,-0.023003194888178924,,,-1.0,-1.0,0.005921052631578938,0.006663704842371221,1.0,1.0,0.11497326203208558,0.11242052286993443,1.0,1.0,0.16628527841342478,0.16354303465982034,1.0,1.0,329.799988,209.570007,97.41,8.967,7.931,4.3,3.37795,,141.75,,,,6.95,,,4.3,6.0,94.4,2.4656
1987-09-30,452.700012,-0.0011032656371597893,458.8,0.00021800741225197484,,,1.0,-1.0,0.002622377622377492,0.0011057054107286302,1.0,1.0,0.08540335935651777,0.08301438277511974,1.0,1.0,0.06747324336900884,0.06342494535800003,1.0,1.0,321.829987,205.5,98.58,9.587,8.56,4.4,3.44748,,146.5,,,,8.38,6.0,3.7,4.4,5.9,93.6,2.8943
1987-10-31,471.200012,0.04086591453414856,477.2,0.04010462074978194,,,1.0,1.0,0.016400425985090505,0.015298238527844399,1.0,1.0,0.033124052825286965,0.032201559693318726,1.0,1.0,0.16674816625916877,0.16202222441430347,1.0,1.0,251.789993,150.070007,93.7,8.875,7.558,4.5,3.5372,,138.4,,,,6.62,,,4.5,6.0,89.3,2.3469
1987-11-30,491.0,0.04202034697741053,497.2,0.04191114836546528,,,1.0,1.0,0.0839328537170263,0.083406855690904,1.0,1.0,0.0903508771929824,0.09062635920142981,1.0,1.0,0.25905292479108644,0.2560757419709758,1.0,1.0,230.300003,137.130005,89.32,8.972,7.741,4.5,3.53352,,132.42,,,,7.19,,,4.5,5.8,83.1,2.351
1987-12-31,488.899902,-0.004277185336048928,494.9,-0.004625905068383007,,,-1.0,-1.0,0.07868352223190933,0.07996441139922039,1.0,1.0,0.0815122377622377,0.08115853389229888,1.0,1.0,0.20267314702308625,0.2012282604422604,1.0,1.0,247.080002,156.25,85.4,8.859,7.779,4.4,3.61664,,121.25,,,,6.89,7.5,6.8,4.4,5.7,86.8,2.4456
1988-01-31,454.200012,-0.07097544887624052,458.5,-0.07355021216407354,,,-1.0,-1.0,-0.039186923721709954,-0.03607809755318936,-1.0,-1.0,-0.023429179978700754,-0.02133179036734434,-1.0,-1.0,0.12130105160185867,0.12120439921493187,1.0,1.0,257.070007,159.130005,90.33,8.256,7.196,4.0,3.85713,,127.75,,,,6.79,,,4.0,5.7,90.8,2.5832
1988-02-29,431.899902,-0.04909755484550715,435.8,-0.04950926935659761,,,-1.0,-1.0,-0.12349155269509249,-0.1203667983706721,-1.0,-1.0,-0.04992369740571179,-0.046999358861446794,-1.0,-1.0,0.05930967428293643,0.0601374715107319,1.0,1.0,267.820007,172.639999,90.49,8.149,7.099,3.9,3.85878,,128.45,,,,6.67,,,3.9,5.7,91.6,2.5573
1988-03-31,454.399902,0.052095404272631596,457.9,0.050711335474988406,,,1.0,1.0,-0.07476257829864619,-0.07056659217739014,-1.0,-1.0,-0.0019616390584132892,0.003755003213916419,-1.0,1.0,0.08327418973267098,0.08708110526315793,1.0,1.0,258.890015,173.259995,88.37,8.542,7.383,3.9,3.995,,124.1,,,,6.83,7.4,2.3,3.9,5.7,94.6,2.8249
1988-04-30,452.600098,-0.003960837121835481,457.0,-0.0019654946494866987,,,-1.0,-1.0,-0.0032715376226826187,-0.0035224877977326763,-1.0,-1.0,-0.04233025984911987,-0.03947350069252542,-1.0,-1.0,-0.010608356787183304,-0.008543049288061377,-1.0,-1.0,261.329987,175.919998,89.14,8.889,7.72,3.9,4.05918,,124.92,,,,6.98,,,3.9,5.4,91.2,2.8458
1988-05-31,455.0,0.005302477862035193,459.8,0.006126914660831595,,,1.0,1.0,0.05507113354749893,0.05348484195766279,1.0,1.0,-0.0752212389380531,-0.07331975560081472,-1.0,-1.0,0.008333333333333304,0.010661901092974713,1.0,1.0,262.160004,173.339996,91.11,9.151,8.168,3.9,4.1211,,125.11,,,,7.48,,,3.9,5.6,94.8,3.3596
1988-06-30,437.700012,-0.03802195164835165,442.9,-0.03675511091779038,,,-1.0,-1.0,-0.032758244158113126,-0.036751526412080904,-1.0,-1.0,-0.10507173166296224,-0.10472468861325313,-1.0,-1.0,-0.03212412587412594,-0.03206545691113338,-1.0,-1.0,273.5,189.029999,95.4,8.873,8.026,4.0,4.27473,,133.53,,,,8.27,8.0,5.4,4.0,5.4,94.7,3.5352
1988-07-31,436.100098,-0.0036552752025056368,441.7,-0.0027094152178821496,,,-1.0,-1.0,-0.03347921225382933,-0.03645602392246938,-1.0,-1.0,-0.036641221374045796,-0.03985009582078125,-1.0,-1.0,-0.059211927582534685,-0.06033181229795814,-1.0,-1.0,272.019989,181.160004,97.54,9.105,8.366,4.1,4.43007,,133.05,,,,7.84,,,4.1,5.4,93.4,3.62
1988-08-31,434.100098,-0.0045861030739782205,439.9,-0.004075164138555576,,550.0,-1.0,-1.0,-0.043279686820356766,-0.04593385054945054,-1.0,-1.0,0.009407985314364264,0.0050942266710678474,1.0,1.0,-0.04098539350337915,-0.04214455757781399,-1.0,-1.0,261.519989,171.0,98.44,9.236,8.685,4.0,4.33689,,136.52,,,,8.14,,,4.0,5.6,97.4,4.229
1988-09-30,394.399902,-0.09145401298665456,399.2,-0.09252102750625135,,1236.0,-1.0,-1.0,-0.09866787085120787,-0.09892645376486764,-1.0,-1.0,-0.12819392880541602,-0.1320422819985555,-1.0,-1.0,-0.12990409764603317,-0.12878309797791654,-1.0,-1.0,271.910004,179.369995,97.7,8.935,8.474,4.2,4.48119,,133.9,,,,8.54,8.2,2.3,4.2,5.4,97.3,4.0761
1988-10-31,415.100098,0.052485297017137666,420.1,0.052354709418837686,886.0,844.0,1.0,1.0,-0.04890196966266691,-0.048154082276771204,-1.0,-1.0,-0.08074398249452952,-0.08285459982379406,-1.0,-1.0,-0.11965632858340314,-0.11905753941279618,-1.0,-1.0,278.970001,174.779999,93.67,8.644,8.206,4.2,4.43258,,125.5,,,,8.39,,,4.2,5.4,94.1,4.0002
1988-11-30,424.799988,0.023367592652314917,429.6,0.02261366341347304,1072.0,,1.0,1.0,-0.023414412366446813,-0.021423883668416077,-1.0,-1.0,-0.06568073075250103,-0.06637365274725282,-1.0,-1.0,-0.13596138374899436,-0.13482690835030553,-1.0,-1.0,273.700012,169.190002,90.5,9.054,8.814,4.2,4.50078,,121.9,,,,8.5,,,4.2,5.3,93.0,4.1339
1988-12-31,412.299988,-0.029425612883962726,417.4,-0.02839851024208573,605.0,,-1.0,-1.0,0.04559118236472948,0.04538562486762476,1.0,1.0,-0.057575073379995456,-0.0580306678172996,-1.0,-1.0,-0.15659729238229947,-0.15667811281336685,-1.0,-1.0,277.720001,177.410004,92.53,9.137,9.134,4.4,4.6275,,125.05,,,,9.04,7.8,5.4,4.4,5.3,91.9,4.3306
1989-01-31,391.600098,-0.050205895227918296,395.8,-0.05174892189746039,,,-1.0,-1.0,-0.05784337062604139,-0.05661285100443414,-1.0,-1.0,-0.10391668553316724,-0.10204079339601524,-1.0,-1.0,-0.13675027262813522,-0.13782455382233683,-1.0,-1.0,297.470001,186.470001,96.75,8.98,9.096,4.7,4.66249,,130.5,,,,9.14,,,4.7,5.4,97.9,4.0828
1989-02-28,390.399902,-0.0030648511226879505,395.5,-0.000757958564931771,,,-1.0,-1.0,-0.07937616387337065,-0.08097948910488195,-1.0,-1.0,-0.10093203000681972,-0.10066847761918729,-1.0,-1.0,-0.09247361174850854,-0.09608707899174285,-1.0,-1.0,288.859985,183.789993,94.91,9.295,9.488,4.8,4.71326,,126.87,,,,9.87,,,4.8,5.2,95.4,4.9224
1989-03-31,385.100098,-0.013575321030690257,390.0,-0.013906447534766109,,,-1.0,-1.0,-0.06564446574029703,-0.06597111518712917,-1.0,-1.0,-0.023046092184368705,-0.02357963060548629,-1.0,-1.0,-0.14828565188905873,-0.1525084043702104,-1.0,-1.0,294.869995,185.869995,98.22,9.275,9.669,5.0,4.57854,,132.77,,,,9.79,8.6,4.1,5.0,5.0,94.3,4.7715
1989-04-30,380.5,-0.011945200803350597,384.8,-0.013333333333333308,,,-1.0,-1.0,-0.027791814047498753,-0.028345493417113454,-1.0,-1.0,-0.08402761247322066,-0.08335362522607737,-1.0,-1.0,-0.15798687089715535,-0.15930199378790233,-1.0,-1.0,309.640015,200.470001,97.72,9.053,9.276,5.1,4.42239,,132.85,,,,9.82,,,5.1,5.2,91.5,4.6262
1989-05-31,363.299988,-0.04520371090670172,366.5,-0.04755717255717262,,,-1.0,-1.0,-0.07332490518331225,-0.06941578074474009,-1.0,-1.0,-0.14688081936685293,-0.1447740153890965,-1.0,-1.0,-0.20291431056981302,-0.20153848791208795,-1.0,-1.0,320.519989,214.550003,102.91,8.6,8.802,5.4,4.37851,,142.33,,,,10.48,,,5.4,5.2,90.7,4.3883
1989-06-30,377.299988,0.038535646744915386,381.3,0.04038199181446123,,,1.0,1.0,-0.02230769230769225,-0.020254759841686676,-1.0,-1.0,-0.08648778150455194,-0.08488964593421233,-1.0,-1.0,-0.13908331451794975,-0.1379941109071755,-1.0,-1.0,317.980011,204.589996,102.14,8.077,8.042,5.2,4.21632,,144.0,,,,9.63,8.1,3.2,5.2,5.3,90.6,4.4605
1989-07-31,370.5,-0.018022762301280526,374.7,-0.01730920535011804,,,-1.0,-1.0,-0.026247401247401325,-0.026281208935611033,-1.0,-1.0,-0.05330975240020219,-0.05388174851784644,-1.0,-1.0,-0.15168666515734663,-0.15042440554553604,-1.0,-1.0,346.079987,214.279999,97.5,7.804,7.518,5.0,4.05957,,136.95,,,,8.94,,,5.0,5.2,92.0,4.0211
1989-08-31,361.700012,-0.023751654520917653,365.4,-0.02481985588470781,,,-1.0,-1.0,-0.0030013642564802323,-0.00440400785259587,-1.0,-1.0,-0.07610619469026558,-0.07351408095384204,-1.0,-1.0,-0.16935667197090254,-0.16678200795983233,-1.0,-1.0,351.450012,222.009995,102.19,8.251,8.397,4.7,3.94593,,144.6,,,,8.92,,,4.7,5.2,89.6,4.2941
1989-09-30,367.200012,0.015205971295350729,372.0,0.01806239737274229,,,1.0,1.0,-0.024390243902439046,-0.026769086459658142,-1.0,-1.0,-0.0461538461538461,-0.046481644883923146,-1.0,-1.0,-0.06813627254509014,-0.06896525547311105,-1.0,-1.0,349.149994,226.419998,98.41,8.286,8.445,4.3,3.75086,,139.6,,,,9.24,7.8,3.0,4.3,5.3,95.8,4.6594
1989-10-31,377.600098,0.028322673366361295,381.9,0.02661290322580645,,,1.0,1.0,0.019215372297838318,0.01916355735492581,1.0,1.0,-0.007536382536382669,-0.007621293035479648,-1.0,-1.0,-0.0909307307783862,-0.09033965585813952,-1.0,-1.0,340.359985,222.619995,98.13,7.909,7.866,4.5,3.73313,,142.73,,,,8.89,,,4.5,5.3,93.9,4.0075
1989-11-30,411.600098,0.09004234951231394,417.5,0.09321811992668239,,,1.0,1.0,0.1425834701696771,0.1379598682457328,1.0,1.0,0.13915416098226463,0.13294828405003978,1.0,1.0,-0.028165735567970307,-0.031073188260071216,-1.0,-1.0,345.98999,224.440002,96.32,7.826,7.733,4.7,3.72468,,142.91,,,,8.6,,,4.7,5.4,90.9,3.845
1989-12-31,405.200012,-0.015549282012075727,410.3,-0.017245508982035918,,,-1.0,-1.0,0.10295698924731189,0.10348583539806633,1.0,1.0,0.07605559926567018,0.07394652766328758,1.0,1.0,-0.017010062290368833,-0.01722041282232578,-1.0,-1.0,353.399994,223.839996,93.16,7.935,7.841,4.6,3.67544,,143.8,,,,7.97,6.4,0.9,4.6,5.4,90.5,3.6027
1990-01-31,412.399994,0.017768958012765346,417.8,0.0182793078235437,6528.0,54468.0,1.0,1.0,0.09400366588112075,0.0921607176065935,1.0,1.0,0.11502535361622646,0.11309040215924426,1.0,1.0,0.055583628094997506,0.05311514503247139,1.0,1.0,329.079987,201.940002,92.55,8.418,8.254,5.2,3.55018,25.36,144.55,98.6557,,,8.26,,,5.2,5.4,93.0,3.0477
1990-02-28,408.899994,-0.008486906040061637,414.5,-0.007898516036381031,53014.0,22171.0,-1.0,-1.0,-0.007185628742514938,-0.006560017874436941,-1.0,-1.0,0.1343732895457035,0.13049483116964877,1.0,1.0,0.048040455120101244,0.047387542633143376,1.0,1.0,331.890015,207.919998,93.39,8.515,8.422,5.3,3.78902,21.99,148.82,98.1434,,,8.29,,,5.3,5.3,89.5,2.9868
1990-03-31,370.200012,-0.09464412464628202,375.0,-0.09529553679131486,7531.0,52085.0,-1.0,-1.0,-0.08603460882281255,-0.0863770951714582,-1.0,-1.0,0.008064516129032251,0.008169934373531529,1.0,1.0,-0.038461538461538436,-0.03869146249866695,-1.0,-1.0,339.940002,213.149994,93.77,8.628,8.622,5.2,3.97787,19.73,157.82,97.6235,,,8.3,6.6,4.5,5.2,5.2,91.3,3.017
1990-04-30,371.399994,0.003241442358462132,376.3,0.003466666666666729,63451.0,13466.0,1.0,1.0,-0.09932982288176162,-0.09941804218357964,-1.0,-1.0,-0.0146635244828488,-0.01641976268766754,-1.0,-1.0,-0.022089397089397056,-0.023915915900131424,-1.0,-1.0,330.799988,205.809998,93.08,9.022,8.944,4.7,3.93854,19.52,158.85,97.1139,,,8.23,,,4.7,5.4,93.9,3.5384
1990-05-31,364.299988,-0.019116871606626895,368.6,-0.02046239702365127,8905.0,40809.0,-1.0,-1.0,-0.11073582629674306,-0.10907313928696216,-1.0,-1.0,-0.11712574850299395,-0.11491763541805577,-1.0,-1.0,0.005729877216916757,0.002752546196065353,1.0,1.0,361.230011,236.149994,92.93,8.599,8.482,4.4,3.94585,17.37,152.64,100.1953,,15.9559,8.23,,,4.4,5.4,90.6,3.8881
1990-06-30,359.899994,-0.012077941655051605,364.1,-0.012208355941399907,51780.0,4940.0,-1.0,-1.0,-0.029066666666666574,-0.027822846207795404,-1.0,-1.0,-0.11260053619302945,-0.11179668474442206,-1.0,-1.0,-0.045108838185155986,-0.04611713372225179,-1.0,-1.0,358.019989,238.460007,91.15,8.412,8.22,4.7,4.07333,15.5,152.35,102.0496,,15.8531,8.32,6.2,1.6,4.7,5.2,88.3,3.5764
1990-07-31,370.0,0.028063368069964456,374.6,0.028838231255149616,5025.0,9767.0,1.0,1.0,-0.004517672070156742,-0.003769504638171828,-1.0,-1.0,-0.10339875538535181,-0.1028127900506225,-1.0,-1.0,-0.0002668801708032298,-0.0013495276653171517,-1.0,-1.0,356.149994,223.389999,87.2,8.341,7.879,4.8,4.06804,21.11,146.13,104.7318,,16.1195,8.05,,,4.8,5.5,88.2,3.1769
1990-08-31,384.600006,0.03945947567567565,389.2,0.03897490656700464,15923.0,58477.0,1.0,1.0,0.0558871405317416,0.05572335621378066,1.0,1.0,-0.061037394451145977,-0.05942770446702428,-1.0,-1.0,0.06513409961685834,0.0633121184414005,1.0,1.0,322.559998,193.619995,86.58,8.846,8.063,5.6,4.35611,29.9,143.93,103.6773,,13.7038,8.06,,,5.6,5.7,76.4,2.382
1990-09-30,402.5,0.04654184534776107,408.1,0.04856115107913683,1190.0,63275.0,1.0,1.0,0.12084592145015094,0.11836623148151548,1.0,1.0,0.08826666666666672,0.08725009981901355,1.0,1.0,0.09704301075268829,0.09613286178215041,1.0,1.0,306.049988,177.059998,85.91,8.795,7.987,6.2,4.35817,29.11,138.27,104.6409,,13.0872,8.03,5.6,0.1,6.2,5.9,72.8,1.84
1990-10-31,381.299988,-0.05267083726708077,385.2,-0.056113697623131675,52957.0,18491.0,-1.0,-1.0,0.028296849973304727,0.030540508108108044,1.0,1.0,0.023651342014350263,0.02665588088297066,1.0,1.0,0.008641005498821741,0.009798434956973967,1.0,1.0,304.0,172.559998,83.27,8.617,7.733,6.3,4.33389,30.04,129.95,107.9561,,13.3099,9.52,,,6.3,5.9,63.9,1.4602
1990-11-30,383.299988,0.00524521390753363,385.7,0.0012980269989615323,7850.0,43350.0,1.0,1.0,-0.008992805755395739,-0.0033801819545473677,-1.0,-1.0,0.04639175257731942,0.05215481917611253,1.0,1.0,-0.07616766467065872,-0.0687563247373183,-1.0,-1.0,322.220001,192.660004,82.94,8.252,7.589,6.3,4.1829,22.16,133.1,109.9325,,14.5007,7.61,,,6.3,6.2,66.0,1.2252
1990-12-31,396.200012,0.03365516411130187,399.7,0.0362976406533575,50078.0,48752.0,1.0,1.0,-0.020583190394511286,-0.015652144099378873,-1.0,-1.0,0.0977753364460312,0.10086140207048744,1.0,1.0,-0.02583475505727517,-0.02221125304408922,-1.0,-1.0,330.220001,200.529999,83.12,8.067,7.229,6.1,4.03196,26.38,135.75,111.2186,,14.9853,5.53,4.5,-3.4,6.1,6.3,65.5,0.8937
1991-01-31,365.799988,-0.07672898303698195,368.5,-0.07805854390793088,,,-1.0,-1.0,-0.04335410176531673,-0.04065040778338547,-1.0,-1.0,-0.016284036305392435,-0.011351383783783864,-1.0,-1.0,-0.11799904260411687,-0.11299710639666016,-1.0,-1.0,343.929993,232.429993,82.0,8.007,7.042,5.7,4.14998,20.91,131.45,113.6177,,15.7741,8.18,,,5.7,6.4,66.8,1.0985
1991-02-28,369.0,0.00874798279107658,372.5,0.01085481682496603,,,1.0,1.0,-0.0342234897588799,-0.03730756182543893,-1.0,-1.0,-0.0429085303186022,-0.040561637432735775,-1.0,-1.0,-0.10132689987937271,-0.09757885689770884,-1.0,-1.0,367.070007,250.119995,84.07,8.033,7.082,5.3,3.93321,21.23,132.95,114.1656,,16.8002,6.99,,,5.3,6.6,70.4,0.9375
1991-03-31,357.100098,-0.03224905691056912,359.4,-0.035167785234899385,,,-1.0,-1.0,-0.1008256192144108,-0.09868731149861754,-1.0,-1.0,-0.11933349669198734,-0.11279478757763972,-1.0,-1.0,-0.04160000000000008,-0.03538604423383973,-1.0,-1.0,375.220001,264.899994,92.01,8.054,7.023,4.9,3.65164,16.88,140.6,111.7002,,15.9963,5.53,2.8,-1.9,4.9,6.8,87.7,1.1049
1991-04-30,357.700012,0.0016799603342589897,360.5,0.0030606566499722376,,,1.0,1.0,-0.02170963364993217,-0.02214318279310601,-1.0,-1.0,-0.06412253374870192,-0.061893461166329655,-1.0,-1.0,-0.04198777571086898,-0.03688740501164356,-1.0,-1.0,375.350006,263.649994,91.54,8.013,6.77,4.9,3.55069,18.24,136.38,112.9759,,17.0258,5.98,,,4.9,6.7,81.8,0.8625
1991-05-31,361.399902,0.010343555705555785,364.8,0.011927877947295551,,,1.0,1.0,-0.02067114093959732,-0.020596471544715445,-1.0,-1.0,-0.054187192118226535,-0.057135629234614016,-1.0,-1.0,-0.010309278350515538,-0.007960708469746058,-1.0,-1.0,389.829987,279.0,93.15,8.059,6.69,5.0,3.64634,15.93,138.45,113.3341,,17.6229,5.92,,,5.0,6.9,78.3,0.7964
1991-06-30,370.0,0.02379662515791159,373.5,0.023848684210526327,,,1.0,1.0,0.03923205342237068,0.03612405057362933,1.0,1.0,-0.06554916187140347,-0.0661282463565398,-1.0,-1.0,0.025817083218895753,0.028063368069964456,1.0,1.0,371.160004,254.190002,96.03,8.227,6.898,4.7,3.46816,19.55,137.9,112.3961,,16.7768,6.74,2.8,3.1,4.7,6.9,82.1,1.0541
1991-07-31,363.600098,-0.017297032432432413,367.2,-0.01686746987951815,,,-1.0,-1.0,0.01858529819694854,0.016494508812037623,1.0,1.0,-0.0035278154681139817,-0.006013914904775763,-1.0,-1.0,-0.019754404698344996,-0.017297032432432413,-1.0,-1.0,387.809998,272.149994,93.49,8.147,6.773,4.4,3.52226,15.18,137.42,114.5245,,18.4096,5.85,,,4.4,6.8,82.9,1.3021
1991-08-31,349.600098,-0.03850384000721585,352.9,-0.03894335511982572,,,-1.0,-1.0,-0.03262061403508776,-0.03265026895331036,-1.0,-1.0,-0.052617449664429605,-0.05257426016260158,-1.0,-1.0,-0.09326824254881816,-0.09100339951632763,-1.0,-1.0,395.429993,287.399994,93.49,7.816,6.333,3.8,3.37597,14.46,136.85,116.8673,,20.1563,5.5,,,3.8,6.9,82.0,1.7006
1991-09-30,354.0,0.01258552850863337,357.3,0.012468121280816202,,,1.0,1.0,-0.04337349397590362,-0.043243243243243246,-1.0,-1.0,-0.005843071786310383,-0.008681313775500521,-1.0,-1.0,-0.1244792942906151,-0.12049689440993794,-1.0,-1.0,387.859985,287.540009,89.9,7.445,5.982,3.4,3.4282,15.85,132.85,120.7083,,19.7261,5.6,3.2,1.9,3.4,6.9,83.0,1.8589
1991-10-31,359.5,0.015536723163841915,362.1,0.013434089000839755,,,1.0,1.0,-0.01388888888888884,-0.011276394100421805,-1.0,-1.0,0.004438280166435549,0.005032116129758402,1.0,1.0,-0.05996884735202479,-0.05717280012083292,-1.0,-1.0,392.459991,292.51001,89.94,7.46,5.698,2.9,3.30543,15.48,130.6,122.1464,,20.4037,5.23,,,2.9,7.0,78.3,2.0787
1991-11-30,367.899902,0.023365513212795452,371.1,0.024855012427506207,,,1.0,1.0,0.05157268347973942,0.052344962443345855,1.0,1.0,0.01726973684210531,0.017985616387909298,1.0,1.0,-0.03785325382421567,-0.04017763235620031,-1.0,-1.0,375.220001,284.790009,88.19,7.376,5.375,3.0,3.37328,20.26,130.08,123.6464,,20.5651,4.86,,,3.0,7.0,69.1,1.7605
1991-12-31,355.200012,-0.034519960268975525,357.5,-0.03664780382646193,,,-1.0,-1.0,0.0005597537083683601,0.0033898644067797967,1.0,1.0,-0.04283801874163318,-0.03999996756756752,-1.0,-1.0,-0.10557918438829117,-0.1034830862145456,-1.0,-1.0,417.089996,330.859985,83.53,6.699,4.751,3.1,3.48437,19.31,124.9,129.0565,,22.899,4.09,4.3,1.8,3.1,7.3,68.2,0.9357
1992-01-31,357.0,0.005067533612583386,358.9,0.00391608391608389,,,1.0,1.0,-0.00883733775200235,-0.006954102920723182,-1.0,-1.0,-0.022603485838780024,-0.01815207981599609,-1.0,-1.0,-0.026051560379918626,-0.024056829657413736,-1.0,-1.0,408.790009,338.309998,87.49,7.274,5.1,2.6,3.25129,17.4,125.55,127.0646,,23.4198,4.4,,,2.6,7.3,67.5,1.3997
1992-02-29,354.099792,-0.008123831932773218,356.3,-0.007244357759821574,,,-1.0,-1.0,-0.03988143357585561,-0.037510501973441746,-1.0,-1.0,0.009634457353357995,0.012870974652873235,1.0,1.0,-0.04348993288590597,-0.04037996747967487,-1.0,-1.0,412.700012,345.880005,88.99,7.25,5.242,2.8,3.24721,16.68,129.15,127.0592,,23.5986,4.13,,,2.8,7.4,68.8,1.181
1992-03-31,343.700012,-0.02936963035550144,345.5,-0.030311535223126573,,,-1.0,-1.0,-0.03356643356643352,-0.03237612503233811,-1.0,-1.0,-0.033025468793730806,-0.029096011299434954,-1.0,-1.0,-0.03867557039510294,-0.03752473347122964,-1.0,-1.0,403.690002,323.049988,89.65,7.528,5.583,3.2,3.28888,16.18,132.92,125.9713,,24.4066,4.07,5.4,4.8,3.2,7.4,76.0,0.8148
1992-04-30,337.899902,-0.016875501301990115,339.8,-0.016497829232995587,,,-1.0,-1.0,-0.05321816662022838,-0.05350167507002801,-1.0,-1.0,-0.061585197459265384,-0.060083721835883175,-1.0,-1.0,-0.057420249653259314,-0.05535395397191101,-1.0,-1.0,414.950012,307.859985,89.62,7.583,5.425,3.2,3.42088,15.53,133.3,126.7909,,27.0481,3.85,,,3.2,7.4,77.2,0.5695
1992-05-31,336.399902,-0.004439184477774694,338.4,-0.004120070629782369,,,-1.0,-1.0,-0.050238563008700665,-0.04998559841006622,-1.0,-1.0,-0.0881164106709783,-0.0856211154957035,-1.0,-1.0,-0.07236842105263164,-0.06917544764580486,-1.0,-1.0,415.350006,315.299988,87.22,7.318,5.184,3.0,3.15535,13.86,127.75,130.3797,,25.8261,3.8,,,3.0,7.6,79.2,0.7264
1992-06-30,344.399902,0.023781219769796413,346.2,0.02304964539007104,,,1.0,1.0,0.0020260492040520273,0.0020363397601510513,1.0,1.0,-0.031608391608391684,-0.03040571406287007,-1.0,-1.0,-0.07309236947791165,-0.06918945405405408,-1.0,-1.0,408.140015,301.230011,83.72,7.121,4.834,3.1,3.01239,13.35,125.87,133.3482,,25.17,4.53,5.6,4.5,3.1,7.8,80.4,0.6618
1992-07-31,357.399902,0.03774681678045311,359.4,0.03812824956672434,,,1.0,1.0,0.05768098881695094,0.05770939821107146,1.0,1.0,0.0013931457230427213,0.0011201736694677056,1.0,1.0,-0.021241830065359513,-0.017052239628384314,-1.0,-1.0,424.209991,310.899994,81.91,6.709,4.399,3.2,3.08788,13.17,127.2,136.0934,,27.5111,3.37,,,3.2,7.7,76.6,0.0929
1992-08-31,343.599792,-0.03861251758261541,345.3,-0.03923205342237057,,,-1.0,-1.0,0.02039007092198597,0.021402770801044912,1.0,1.0,-0.030872859949480747,-0.029652657915145042,-1.0,-1.0,-0.02153584584868229,-0.01716334187068802,-1.0,-1.0,414.029999,299.26001,78.88,6.604,4.135,3.1,2.8995,13.58,123.08,138.9829,,23.3674,3.51,,,3.1,7.6,76.1,0.1021
1992-09-30,347.799713,0.012223293196871321,349.4,0.011873732985809404,,,1.0,1.0,0.009243212016175617,0.009871695608089981,1.0,1.0,0.011287988422575834,0.011928137494507718,1.0,1.0,-0.02211027148054867,-0.017514935028248635,-1.0,-1.0,417.799988,313.179993,81.1,6.354,3.795,3.0,2.65642,14.28,120.07,139.4692,,23.7644,4.47,5.8,3.9,3.0,7.6,75.6,0.0117
1992-10-31,340.099792,-0.02213895156376977,341.5,-0.022610188895248906,,,-1.0,-1.0,-0.0498052309404563,-0.048405469344532825,-1.0,-1.0,0.005002942907592622,0.006510478360541194,1.0,1.0,-0.05689036177851425,-0.05396441724617529,-1.0,-1.0,418.679993,329.149994,87.63,6.789,4.383,3.2,2.82463,16.15,123.45,136.3422,,25.2472,3.04,,,3.2,7.3,73.3,-0.2023
1992-11-30,334.299713,-0.017054050418237154,335.5,-0.017569546120058566,8225.0,44761.0,-1.0,-1.0,-0.028381117868520156,-0.027066602531587103,-1.0,-1.0,-0.008569739952718591,-0.006243132020888664,-1.0,-1.0,-0.0959310158986797,-0.09132970358877668,-1.0,-1.0,431.350006,350.959991,90.83,6.937,4.791,3.0,2.85728,13.01,124.75,135.0507,,26.0701,3.45,,,3.0,7.4,85.3,-0.0479
1992-12-31,333.099792,-0.0035893569552660765,334.2,-0.003874813710879277,49432.0,18123.0,-1.0,-1.0,-0.043503148254149915,-0.04226547766012678,-1.0,-1.0,-0.03466204506065862,-0.03281101398222819,-1.0,-1.0,-0.0651748251748252,-0.062219085735841784,-1.0,-1.0,435.709991,360.179993,92.36,6.686,4.558,2.9,2.79511,12.57,124.86,136.5434,,22.0723,2.66,6.6,4.1,2.9,7.4,91.0,0.0993
1993-01-31,330.200012,-0.008705439239661716,330.7,-0.010472770795930564,10550.0,39962.0,-1.0,-1.0,-0.031625183016105396,-0.029108456496791835,-1.0,-1.0,-0.07985531441291038,-0.07610491734270253,-1.0,-1.0,-0.07857341877960433,-0.07506999439775908,-1.0,-1.0,438.779999,370.559998,92.46,6.359,4.168,3.3,2.81422,12.42,124.73,138.8869,101.286697,23.7573,3.02,,,3.3,7.3,89.3,-0.2585
