Date,GC1_Monthly_Return,GC2_Monthly_Return,GC1_vol_annualized,GC2_vol_annualized,GC2_OPEN_INT,GC2_1M_Sign,GC1_1M_Sign,GC2_3M_Ret,GC1_3M_Ret,GC2_3M_Sign,GC1_3M_Sign,GC2_6M_Ret,GC1_6M_Ret,GC2_6M_Sign,GC1_6M_Sign,GC2_12M_Ret,GC1_12M_Ret,GC2_12M_Sign,GC1_12M_Sign,GC2_3M_Fwd_Ret,GC1_3M_Fwd_Ret,GC2_3M_Fwd_Sign,GC1_3M_Fwd_Sign,GC2_6M_Fwd_Ret,GC1_6M_Fwd_Ret,GC2_6M_Fwd_Sign,GC1_6M_Fwd_Sign,GC2_12M_Fwd_Ret,GC1_12M_Fwd_Ret,GC2_12M_Fwd_Sign,GC1_12M_Fwd_Sign,GC1_OPEN_INT,GC1_sharpe_1M_Hist,GC2_sharpe_1M_Hist,GC1_vol_monthly,GC2_vol_monthly,GC1_sharpe_1M_Fwd,GC2_sharpe_1M_Fwd
1987-10-31,0.04005297685473597,0.0393213049685448,0.15530217390716322,0.15574669805471975,,1.0,1.0,0.016267391575443213,0.015182400395773676,1.0,1.0,0.032587272787201194,0.031693957769245884,1.0,1.0,0.1542205341809586,0.15016178424880167,1.0,1.0,0.07574133670262473,0.07692808818505625,1.0,1.0,-0.001963565592165928,0.003747970788371191,-1.0,1.0,-0.13915184081790688,-0.137864306699786,-1.0,-1.0,,0.893403989930667,0.8745803137540896,0.04483187595551738,0.044960199023643906,-0.02345638161332558,0.00460938652693235
1987-11-30,0.04116146999025094,0.04105666941279562,0.1624454939003073,0.16033900372545323,,1.0,1.0,0.08059595803343012,0.080110572162293,1.0,1.0,0.08649955012216992,0.0867521726670688,1.0,1.0,0.230359791343953,0.2279923703448059,1.0,1.0,-0.039975398527241524,-0.036745001712731984,-1.0,-1.0,-0.043252299329555655,-0.04027370807812147,-1.0,-1.0,-0.12744291204842462,-0.12676296665761466,-1.0,-1.0,,0.8777560475895896,0.8870235658228961,0.046893974815992064,0.04628588348124342,0.893403989930667,0.8745803137540896
1987-12-31,-0.004286358659930656,-0.004636637678715694,0.14926538121078117,0.1487971578173679,,-1.0,-1.0,0.07574133670262473,0.07692808818505625,1.0,1.0,0.07836028189225264,0.07803318275379034,1.0,1.0,0.1845467018407163,0.18334458369199513,1.0,1.0,-0.1318089371260367,-0.1282502747322667,-1.0,-1.0,-0.07820074730747528,-0.07614670884357011,-1.0,-1.0,-0.14613781644190116,-0.1448256861153796,-1.0,-1.0,,-0.0994763945697344,-0.10794415906358688,0.04308920401136831,0.0429540395602543,0.8777560475895896,0.8870235658228961
1988-01-31,-0.07362011304305227,-0.07639543026132145,0.1472619514967344,0.14796098268597185,,-1.0,-1.0,-0.039975398527241524,-0.036745001712731984,-1.0,-1.0,-0.02370800695179831,-0.021562601316958308,-1.0,-1.0,0.114489664325923,0.11440346396734569,1.0,1.0,-0.07770490229479066,-0.07318011739668506,-1.0,-1.0,-0.1110117110286879,-0.11062399752170204,-1.0,-1.0,-0.17031072731474062,-0.17040655852675624,-1.0,-1.0,,-1.7317952798195588,-1.7885899955061457,0.04251086366901461,0.04271265659165371,-0.0994763945697344,-0.10794415906358688
1988-02-29,-0.05034380302928376,-0.05077686918599955,0.17354441273830232,0.1763014190061376,,-1.0,-1.0,-0.1318089371260367,-0.1282502747322667,-1.0,-1.0,-0.05121297909260658,-0.048139702569973686,-1.0,-1.0,0.05761744529166268,0.05839858981940527,1.0,1.0,-0.003276900802314131,-0.003528706365389489,-1.0,-1.0,-0.037329373094038054,-0.04066585652374055,-1.0,-1.0,-0.14705125852805345,-0.1482964951798511,-1.0,-1.0,,-1.0049073123944403,-0.9977017516389702,0.05009795670540718,0.050893835860853276,-1.7317952798195588,-1.7885899955061457
1988-03-31,0.05078379867565097,0.049467397152530346,0.15826301225367487,0.16053167938131388,,1.0,1.0,-0.07770490229479066,-0.07318011739668506,-1.0,-1.0,-0.001963565592165928,0.003747970788371191,-1.0,1.0,0.0799881120903061,0.08349621921314831,1.0,1.0,0.053608189818561414,0.05210356588869658,1.0,1.0,0.0093640058441542,0.005081294997703267,1.0,1.0,-0.09703263530281081,-0.10102224954793826,-1.0,-1.0,,1.1115688783502742,1.067453421238473,0.045686596363710114,0.04634150415213213,-1.0049073123944403,-0.9977017516389702
1988-04-30,-0.003968702011756697,-0.0019674287688449255,0.13536468627382467,0.13707966860145004,,-1.0,-1.0,-0.003276900802314131,-0.003528706365389489,-1.0,-1.0,-0.043252299329555655,-0.04027370807812147,-1.0,-1.0,-0.010665026542354461,-0.008579750308875589,-1.0,-1.0,-0.03330680873389724,-0.03744388012501698,-1.0,-1.0,-0.13718827522574095,-0.1416122774881572,-1.0,-1.0,-0.16050408053935783,-0.16547435643771813,-1.0,-1.0,,-0.10156258199510387,-0.04971833711999575,0.03907641902948096,0.03957149178373594,1.1115688783502742,1.067453421238473
1988-05-31,0.005288469224802306,0.006108221434875993,0.11367435439579783,0.11603738680419999,,1.0,1.0,0.053608189818561414,0.05210356588869658,1.0,1.0,-0.07820074730747528,-0.07614670884357011,-1.0,-1.0,0.008298802814694639,0.010605463823498695,1.0,1.0,-0.03405247229172392,-0.03713715015835106,-1.0,-1.0,-0.08419061271886896,-0.08648925857949319,-1.0,-1.0,-0.17195967210265373,-0.17352277242440728,-1.0,-1.0,,0.16116031518821802,0.18235070886142285,0.0328149595551854,0.033497108253732796,-0.10156258199510387,-0.04971833711999575
1988-06-30,-0.03876364733806259,-0.03744760139992831,0.12087855197094309,0.12157877920854548,,-1.0,-1.0,-0.03330680873389724,-0.03744388012501698,-1.0,-1.0,-0.1110117110286879,-0.11062399752170204,-1.0,-1.0,-0.03265142913643526,-0.0325908147679117,-1.0,-1.0,-0.044244183974407214,-0.04702227089099331,-1.0,-1.0,-0.06793706913442588,-0.0686789772718095,-1.0,-1.0,-0.2267930910023752,-0.2250685127543477,-1.0,-1.0,,-1.1108770841719844,-1.0669814036379848,0.03489463225983808,0.035096770451899906,0.16116031518821802,0.18235070886142285
1988-07-31,-0.0036619720450907778,-0.0027130923266716067,0.12677870917343398,0.12866379061789807,,-1.0,-1.0,-0.03405247229172392,-0.03713715015835106,-1.0,-1.0,-0.037329373094038054,-0.04066585652374055,-1.0,-1.0,-0.061037380045836365,-0.06222845784069886,-1.0,-1.0,-0.10388146649184371,-0.10416839736314021,-1.0,-1.0,-0.05929901628605272,-0.05978256100505419,-1.0,-1.0,-0.14975754406563446,-0.14849317644755278,-1.0,-1.0,,-0.1000597289457689,-0.07304640618549887,0.036597860934397694,0.03714203707410055,-1.1108770841719844,-1.0669814036379848
1988-08-31,-0.004596651507839944,-0.004083490247807298,0.13756164217809455,0.13909888297811196,0.0,-1.0,-1.0,-0.044244183974407214,-0.04702227089099331,-1.0,-1.0,0.0093640058441542,0.005081294997703267,1.0,1.0,-0.04184897324845238,-0.04305840757227042,-1.0,-1.0,-0.05013814042714504,-0.04935210842114213,-1.0,-1.0,-0.1097218854340154,-0.10763063865611056,-1.0,-1.0,-0.16450521280283947,-0.16301835483165572,-1.0,-1.0,,-0.11575369165714555,-0.10169474304875926,0.03971062557084493,0.0401543887656946,-0.1000597289457689,-0.07304640618549887
1988-09-30,-0.09590977381020949,-0.0970848839173648,0.12299994048889916,0.1259995648958126,0.8097173597911196,-1.0,-1.0,-0.10388146649184371,-0.10416839736314021,-1.0,-1.0,-0.13718827522574095,-0.1416122774881572,-1.0,-1.0,-0.13915184081790688,-0.137864306699786,-1.0,-1.0,-0.023692885160018662,-0.021656706380816182,-1.0,-1.0,-0.10639664114696501,-0.10610354454564153,-1.0,-1.0,-0.18555478441076723,-0.18245997592523988,-1.0,-1.0,,-2.7011492935919623,-2.669151305892975,0.03550702437578694,0.03637294135518657,-0.11575369165714555,-0.10169474304875926
1988-10-31,0.051154316896907304,0.051030233738027064,0.12436464172018971,0.12592750766918884,0.8802193401124985,1.0,1.0,-0.05013814042714504,-0.04935210842114213,-1.0,-1.0,-0.08419061271886896,-0.08648925857949319,-1.0,-1.0,-0.12744291204842462,-0.12676296665761466,-1.0,-1.0,0.04458245020579099,0.04438583635808602,1.0,1.0,-0.023315805313616877,-0.02386207894956094,-1.0,-1.0,-0.0705686901641629,-0.07145868282367385,-1.0,-1.0,0.0,1.4248724503427517,1.403775222623648,0.03590097968741145,0.03635214022559242,-2.7011492935919623,-2.669151305892975
1988-11-30,0.023098750532486,0.02236176501931908,0.1298024313581112,0.13553481445296933,,1.0,1.0,-0.023692885160018662,-0.021656706380816182,-1.0,-1.0,-0.06793706913442588,-0.0686789772718095,-1.0,-1.0,-0.14613781644190116,-0.1448256861153796,-1.0,-1.0,-0.05958374500687036,-0.05827853023496843,-1.0,-1.0,-0.08776905938378476,-0.08703351384491409,-1.0,-1.0,-0.09533398394386605,-0.09468399734144484,-1.0,-1.0,0.15191223659138675,0.6164477675036145,0.5715389557539404,0.037470734343036716,0.039125530804493915,1.4248724503427517,1.403775222623648
1988-12-31,-0.029867231071307287,-0.028809548551555153,0.12658145861379566,0.12997970534841946,,-1.0,-1.0,0.04458245020579099,0.04438583635808602,1.0,1.0,-0.05929901628605272,-0.05978256100505419,-1.0,-1.0,-0.17031072731474062,-0.17040655852675624,-1.0,-1.0,-0.08270375598694635,-0.08444683816482534,-1.0,-1.0,-0.15885602186794934,-0.1563895354825382,-1.0,-1.0,-0.028569998903744676,-0.03156619962403617,-1.0,-1.0,3.0040310763686864,-0.817363968837471,-0.7678060463463368,0.0365409196025452,0.03752190893604911,0.6164477675036145,0.5715389557539404
1989-01-31,-0.05151004969614714,-0.053135961474634286,0.11339940400506458,0.11470704674650159,,-1.0,-1.0,-0.05958374500687036,-0.05827853023496843,-1.0,-1.0,-0.1097218854340154,-0.10763063865611056,-1.0,-1.0,-0.14705125852805345,-0.1482964951798511,-1.0,-1.0,-0.06789825551940787,-0.06824791530764696,-1.0,-1.0,-0.09045852777958174,-0.08871061544249859,-1.0,-1.0,-0.017156395194959373,-0.017370408618300637,-1.0,-1.0,,-1.5735183788115863,-1.604682320633383,0.03273558821413358,0.03311307215851984,-0.817363968837471,-0.7678060463463368
1989-02-28,-0.0030695573973709145,-0.0007582459607569092,0.11035629069391976,0.10903346889924603,,-1.0,-1.0,-0.08270375598694635,-0.08444683816482534,-1.0,-1.0,-0.10639664114696501,-0.10610354454564153,-1.0,-1.0,-0.09703263530281081,-0.10102224954793826,-1.0,-1.0,-0.028185314376914405,-0.02875498360994566,-1.0,-1.0,-0.054783327368824075,-0.055387716175545165,-1.0,-1.0,0.054093815953999425,0.051752576682137175,1.0,1.0,,-0.09635389764488052,-0.024090227375567347,0.03185711706945159,0.03147525130982919,-1.5735183788115863,-1.604682320633383
1989-03-31,-0.0136683082141289,-0.014004048084016674,0.10905012551175805,0.10869734167415468,,-1.0,-1.0,-0.06789825551940787,-0.06824791530764696,-1.0,-1.0,-0.023315805313616877,-0.02386207894956094,-1.0,-1.0,-0.16050408053935783,-0.16547435643771813,-1.0,-1.0,-0.07615226588100299,-0.07194269731771286,-1.0,-1.0,-0.07915814326380222,-0.07635643137959836,-1.0,-1.0,0.046922187367640866,0.04629900918276686,1.0,1.0,,-0.43418939995313743,-0.44629836239908394,0.031480059659687996,0.03137821973788497,-0.09635389764488052,-0.024090227375567347
1989-04-30,-0.012017117998445848,-0.013423020332140823,0.10825357723951431,0.10958801548482548,,-1.0,-1.0,-0.028185314376914405,-0.02875498360994566,-1.0,-1.0,-0.08776905938378476,-0.08703351384491409,-1.0,-1.0,-0.17195967210265373,-0.17352277242440728,-1.0,-1.0,-0.022560272260173875,-0.02046270013485163,-1.0,-1.0,-0.04725288485054602,-0.04759660387411291,-1.0,-1.0,-0.03922071315328157,-0.03945986274587909,-1.0,-1.0,,-0.38454634876049304,-0.4243046669554351,0.03125011597998677,0.031635335120060434,-0.43418939995313743,-0.44629836239908394
1989-05-31,-0.04625727110513811,-0.04872519746484549,0.10065988500814797,0.1019222730393143,,-1.0,-1.0,-0.07615226588100299,-0.07194269731771286,-1.0,-1.0,-0.15885602186794934,-0.1563895354825382,-1.0,-1.0,-0.2267930910023752,-0.2250685127543477,-1.0,-1.0,-0.02659801299190967,-0.026632732565599504,-1.0,-1.0,-0.0075649245600812876,-0.007650483496530747,-1.0,-1.0,-0.022337021192159412,-0.024206544538224684,-1.0,-1.0,,-1.5918942042721704,-1.6560564261628135,0.029058005853025506,0.029422425887833323,-0.38454634876049304,-0.4243046669554351
1989-06-30,0.03781168896873233,0.03958794553681244,0.1612751938959677,0.1629392793842563,,1.0,1.0,-0.022560272260173875,-0.02046270013485163,-1.0,-1.0,-0.09045852777958174,-0.08871061544249859,-1.0,-1.0,-0.14975754406563446,-0.14849317644755278,-1.0,-1.0,-0.003005877382799227,-0.004413734061885499,-1.0,-1.0,0.13028602296420466,0.12482333585850203,1.0,1.0,0.005713523909016693,0.002748764878030663,1.0,1.0,,0.8121740837103839,0.8416427677371205,0.04655613830472302,0.04703651840703201,-1.5918942042721704,-1.6560564261628135
1989-07-31,-0.01818715042919372,-0.017460761063876618,0.16078598953180182,0.16095952074809156,,-1.0,-1.0,-0.02659801299190967,-0.026632732565599504,-1.0,-1.0,-0.054783327368824075,-0.055387716175545165,-1.0,-1.0,-0.16450521280283947,-0.16301835483165572,-1.0,-1.0,-0.024692612590372143,-0.027133903739261278,-1.0,-1.0,0.07330213258462237,0.07134020682419795,1.0,1.0,-0.04615791168213068,-0.04721439675164785,-1.0,-1.0,,-0.391838476474109,-0.3757829938967842,0.04641491716905307,0.04646501131627191,0.8121740837103839,0.8416427677371205
1989-08-31,-0.024038272601424104,-0.02513306185573505,0.14079132212442197,0.1412572872699779,,-1.0,-1.0,-0.003005877382799227,-0.004413734061885499,-1.0,-1.0,-0.07915814326380222,-0.07635643137959836,-1.0,-1.0,-0.18555478441076723,-0.18245997592523988,-1.0,-1.0,0.019033088431828382,0.018982249069068757,1.0,1.0,0.1088771433228235,0.10714029285768234,1.0,1.0,-0.0002669157896537655,-0.0013504390978713587,-1.0,-1.0,,-0.5914499394367894,-0.6163468225282343,0.04064295386404917,0.040777466415159024,-0.391838476474109,-0.3757829938967842
1989-09-30,0.015091519291356548,0.017901210329239525,0.11685394829753482,0.11895211307838226,,1.0,1.0,-0.024692612590372143,-0.027133903739261278,-1.0,-1.0,-0.04725288485054602,-0.04759660387411291,-1.0,-1.0,-0.0705686901641629,-0.07145868282367385,-1.0,-1.0,0.1332919003470039,0.12923706992038753,1.0,1.0,0.12608033063144308,0.12265544056236521,1.0,1.0,0.06310070636794318,0.061388676620586224,1.0,1.0,,0.447383739392002,0.5213157632061348,0.03373282925272617,0.0343385172532394,-0.5914499394367894,-0.6163468225282343
1989-10-31,0.027929002379136314,0.026264939958323907,0.10208279353749158,0.10371165115904556,,1.0,1.0,0.019033088431828382,0.018982249069068757,1.0,1.0,-0.0075649245600812876,-0.007650483496530747,-1.0,-1.0,-0.09533398394386605,-0.09468399734144484,-1.0,-1.0,0.09799474517499451,0.09847411056345923,1.0,1.0,0.008032171697264445,0.008136741128233815,1.0,1.0,0.09261838813861356,0.09178840543254463,1.0,1.0,,0.947749360084074,0.8772825416847149,0.02946876416424988,0.029938974857387758,0.447383739392002,0.5213157632061348
1989-11-30,0.08621654824989466,0.08912575005944046,0.11509038708804753,0.11685944612149303,,1.0,1.0,0.1332919003470039,0.12923706992038753,1.0,1.0,0.13028602296420466,0.12482333585850203,1.0,1.0,-0.028569998903744676,-0.03156619962403617,-1.0,-1.0,0.08984405489099512,0.08815804378861358,1.0,1.0,-0.014772096632078124,-0.016556061041693937,-1.0,-1.0,0.00860388569250059,0.009750741587025047,1.0,1.0,,2.5950289298755798,2.6419828689782507,0.03322373298321124,0.033734416337797286,0.947749360084074,0.8772825416847149
1989-12-31,-0.01567144006557175,-0.01739594484276985,0.1518381388589294,0.15208816168651018,,-1.0,-1.0,0.09799474517499451,0.09847411056345923,1.0,1.0,0.07330213258462237,0.07134020682419795,1.0,1.0,-0.017156395194959373,-0.017370408618300637,-1.0,-1.0,-0.007211569715560806,-0.006581629358022312,-1.0,-1.0,-0.12457249905518797,-0.12207457098047136,-1.0,-1.0,-0.07922467907672814,-0.07123430097566619,-1.0,-1.0,,-0.3575350781473903,-0.396226241138342,0.043831895171727336,0.04390407054513099,2.5950289298755798,2.6419828689782507
1990-01-31,0.01761293560429067,0.018114249674324512,0.15592385911188514,0.15685815433194208,1.0784922020801773,1.0,1.0,0.08984405489099512,0.08815804378861358,1.0,1.0,0.1088771433228235,0.10714029285768234,1.0,1.0,0.054093815953999425,0.051752576682137175,1.0,1.0,-0.08996257347773007,-0.09033736943522541,-1.0,-1.0,-0.11946004426675305,-0.1185546035758458,-1.0,-1.0,-0.026174333730862642,-0.02246163743734897,-1.0,-1.0,-2.3559022265172835,0.3912999525644111,0.4000404175421179,0.04501134101566608,0.04528104881406732,-0.3575350781473903,-0.396226241138342
1990-02-28,-0.00852312489674123,-0.007929874547115467,0.14396837518152109,0.14527087821958892,-0.899730892480326,-1.0,-1.0,-0.007211569715560806,-0.006581629358022312,-1.0,-1.0,0.12608033063144308,0.12265544056236521,1.0,1.0,0.046922187367640866,0.04629900918276686,1.0,1.0,-0.10461615152307324,-0.10471410483030752,-1.0,-1.0,-0.10914405911247727,-0.1084907319555537,-1.0,-1.0,-0.1255621374930742,-0.11990703444187023,-1.0,-1.0,2.1598381712148456,-0.20507955780980258,-0.18909427383635316,0.04156009008292212,0.041936090322746505,0.3912999525644111,0.4000404175421179
1990-03-31,-0.09942718014277485,-0.10014694860493911,0.1504885749068197,0.15329481775158108,0.8540918708263394,-1.0,-1.0,-0.08996257347773007,-0.09033736943522541,-1.0,-1.0,0.008032171697264445,0.008136741128233815,1.0,1.0,-0.03922071315328157,-0.03945986274587909,-1.0,-1.0,-0.11736092933962716,-0.11549294162244905,-1.0,-1.0,-0.0629796242634999,-0.06126676394177899,-1.0,-1.0,-0.10683593675573544,-0.1026739686565552,-1.0,-1.0,-1.9515281944945855,-2.288717635438054,-2.2630850246723955,0.04344230961620776,0.04425240214712498,-0.20507955780980258,-0.18909427383635316
1990-04-30,0.0032362002092085618,0.0034606716289813377,0.19336371248463302,0.19414061701553256,-1.3676206938121673,1.0,1.0,-0.10461615152307324,-0.10471410483030752,-1.0,-1.0,-0.014772096632078124,-0.016556061041693937,-1.0,-1.0,-0.022337021192159412,-0.024206544538224684,-1.0,-1.0,-0.029497470789022984,-0.028217234140620384,-1.0,-1.0,0.08458621644134912,0.08365166430431081,1.0,1.0,-0.042490051620951874,-0.0360273035210108,-1.0,-1.0,2.8122363611280115,0.0579763712000484,0.06174966559654297,0.055819295727254144,0.05604356874727889,-2.288717635438054,-2.2630850246723955
1990-05-31,-0.019301961688882763,-0.020674652363669388,0.16140570539712132,0.16432958034966016,0.9429244916913291,-1.0,-1.0,-0.11736092933962716,-0.11549294162244905,-1.0,-1.0,-0.12457249905518797,-0.12207457098047136,-1.0,-1.0,0.005713523909016693,0.002748764878030663,1.0,1.0,-0.004527907589404023,-0.003776627125246179,-1.0,-1.0,0.023375982324578715,0.026306802628718984,1.0,1.0,-0.04289474087438805,-0.037584952950878936,-1.0,-1.0,-1.787613868231869,-0.41426018056347075,-0.4358259571588252,0.04659381372988471,0.04743786372534727,0.0579763712000484,0.06174966559654297
1990-06-30,-0.012151472660946183,-0.012283490054334933,0.15107310121036566,0.15293282958128837,-2.1115373141195715,-1.0,-1.0,-0.029497470789022984,-0.028217234140620384,-1.0,-1.0,-0.11946004426675305,-0.1185546035758458,-1.0,-1.0,-0.04615791168213068,-0.04721439675164785,-1.0,-1.0,0.05438130507612726,0.05422617768067006,1.0,1.0,0.045347819978459825,0.05084027000480518,1.0,1.0,-0.010362787035545828,-0.007992564084223552,-1.0,-1.0,1.7603910575817672,-0.27863289846993444,-0.2782349470238038,0.043611047825558094,0.044147905163344006,-0.41426018056347075,-0.4358259571588252
1990-07-31,0.027676807224582767,0.028430234828600298,0.14619598747878335,0.14962472748571207,0.7475128385856582,1.0,1.0,-0.004527907589404023,-0.003776627125246179,-1.0,-1.0,-0.10914405911247727,-0.1084907319555537,-1.0,-1.0,-0.0002669157896537655,-0.0013504390978713587,-1.0,-1.0,0.1140836872303721,0.1118688984449312,1.0,1.0,0.09328571053589041,0.09609296613849683,1.0,1.0,0.025489449391484342,0.027676807224582767,1.0,1.0,-2.2670581070744245,0.6557996170889937,0.6582148822821045,0.042203146362659365,0.043192938345650134,-0.27863289846993444,-0.2782349470238038
1990-08-31,0.03870084311703348,0.0382345603018619,0.17129175965935498,0.17233882396958738,1.7032872998634652,1.0,1.0,0.05438130507612726,0.05422617768067006,1.0,1.0,-0.0629796242634999,-0.06126676394177899,-1.0,-1.0,0.06310070636794318,0.061388676620586224,1.0,1.0,0.027903889913982738,0.030083429753965163,1.0,1.0,-0.016418078380596945,-0.011416302486316532,-1.0,-1.0,-0.019952131263652362,-0.01744837380802977,-1.0,-1.0,0.6746759888374134,0.7826625951856566,0.7685349072541822,0.04944767177464664,0.04974993320533241,0.6557996170889937,0.6582148822821045
1990-09-30,0.04549124810331495,0.047418892099909904,0.22648425146451764,0.22794510117633648,0.1068630267150752,1.0,1.0,0.1140836872303721,0.1118688984449312,1.0,1.0,0.08458621644134912,0.08365166430431081,1.0,1.0,0.09261838813861356,0.09178840543254463,1.0,1.0,-0.009033485097667437,-0.0033859076758648854,-1.0,-1.0,-0.04385631249223554,-0.04140720471477621,-1.0,-1.0,-0.09790861963062536,-0.0954139246535961,-1.0,-1.0,-2.613277691853214,0.6957936589865455,0.7206290456063261,0.06538037177512508,0.06580208276230717,0.7826625951856566,0.7685349072541822
1990-10-31,-0.05410866146638327,-0.05774956248778906,0.21798404983529646,0.2200519368629658,-1.1773937127873708,-1.0,-1.0,0.027903889913982738,0.030083429753965163,1.0,1.0,0.023375982324578715,0.026306802628718984,1.0,1.0,0.00860388569250059,0.009750741587025047,1.0,1.0,-0.02079797669448169,-0.01577593230643437,-1.0,-1.0,-0.127076268062301,-0.11967896782532161,-1.0,-1.0,-0.13293647738239578,-0.12839818372484402,-1.0,-1.0,3.9684807631655143,-0.8598698011173931,-0.9091051664408991,0.0629265749257266,0.06352352249176593,0.6957936589865455,0.7206290456063261
1990-11-30,0.0052315056872034305,0.001297185290211722,0.20338800592895662,0.20775607254698336,0.8193770949803465,1.0,1.0,-0.009033485097667437,-0.0033859076758648854,-1.0,-1.0,0.045347819978459825,0.05084027000480518,1.0,1.0,-0.07922467907672814,-0.07123430097566619,-1.0,-1.0,-0.04432196829457968,-0.041499732240281695,-1.0,-1.0,-0.06627072319896676,-0.06389175557959792,-1.0,-1.0,-0.061842263152374954,-0.0588722582311334,-1.0,-1.0,-1.8768891233896987,0.0891029302237907,0.021629123056988643,0.058713059986512155,0.059974012205390136,-0.8598698011173931,-0.9091051664408991
1990-12-31,0.03310122347274547,0.03565440050309565,0.18164808880720115,0.1854009644454675,0.10336870136792697,1.0,1.0,-0.02079797669448169,-0.01577593230643437,-1.0,-1.0,0.09328571053589041,0.09609296613849683,1.0,1.0,-0.026174333730862642,-0.02246163743734897,-1.0,-1.0,-0.0348228273945681,-0.03802129703891133,-1.0,-1.0,-0.05571060701400565,-0.05883283408902873,-1.0,-1.0,-0.03858829714763079,-0.041007045345478055,-1.0,-1.0,2.2585333662059863,0.6312535543199591,0.6661802798003809,0.05243728648530932,0.05352064836530345,0.0891029302237907,0.021629123056988643
1991-01-31,-0.07983246140023059,-0.08127355408788706,0.22646231383935372,0.23059020170569863,,-1.0,-1.0,-0.04432196829457968,-0.041499732240281695,-1.0,-1.0,-0.016418078380596945,-0.011416302486316532,-1.0,-1.0,-0.1255621374930742,-0.11990703444187023,-1.0,-1.0,-0.1062782913678193,-0.10390303551888724,-1.0,-1.0,-0.06779626114440607,-0.06841615891391406,-1.0,-1.0,-0.11157890358321598,-0.10923811965038599,-1.0,-1.0,,-1.2211645893238412,-1.220953223082581,0.0653740389282282,0.0665656575136376,0.6312535543199591,0.6661802798003809
1991-02-28,0.008709940888573797,0.010796326190223304,0.23098981776473723,0.23462961616313294,,1.0,1.0,-0.0348228273945681,-0.03802129703891133,-1.0,-1.0,-0.04385631249223554,-0.04140720471477621,-1.0,-1.0,-0.10683593675573544,-0.1026739686565552,-1.0,-1.0,-0.02194875490438708,-0.022392023339316225,-1.0,-1.0,-0.0035340528830554163,-0.006032071321713239,-1.0,-1.0,-0.026396913475829287,-0.024350921372314538,-1.0,-1.0,,0.1306209970285059,0.15939833855886065,0.06668101673326682,0.06773173602582169,-1.2211645893238412,-1.220953223082581
1991-03-31,-0.03278051500723045,-0.03580106347015555,0.1867208916593941,0.19197237085518654,,-1.0,-1.0,-0.1062782913678193,-0.10390303551888724,-1.0,-1.0,-0.127076268062301,-0.11967896782532161,-1.0,-1.0,-0.042490051620951874,-0.0360273035210108,-1.0,-1.0,-0.020887779619437552,-0.0208115370501174,-1.0,-1.0,-0.05405230713838982,-0.05400671993881989,-1.0,-1.0,-0.04446396520782425,-0.041217872327529825,-1.0,-1.0,,-0.6081538812953785,-0.6460227648288404,0.05390167853143907,0.05541764999510631,0.1306209970285059,0.15939833855886065
1991-04-30,0.0016785507793404264,0.003055982375545163,0.14630607766970075,0.1501354776817718,,1.0,1.0,-0.02194875490438708,-0.022392023339316225,-1.0,-1.0,-0.06627072319896676,-0.06389175557959792,-1.0,-1.0,-0.04289474087438805,-0.037584952950878936,-1.0,-1.0,0.03848203022341323,0.03548687660497318,1.0,1.0,-0.005860209320094789,-0.008719215899522403,-1.0,-1.0,-0.03944333114173393,-0.03824691026333937,-1.0,-1.0,,0.03974319152298686,0.0705112052555437,0.042234926663340014,0.043340379227242,-0.6081538812953785,-0.6460227648288404
1991-05-31,0.01029042717777262,0.011857301475172832,0.1144287855862193,0.11670242473247378,,1.0,1.0,-0.020887779619437552,-0.0208115370501174,-1.0,-1.0,-0.05571060701400565,-0.05883283408902873,-1.0,-1.0,-0.010362787035545828,-0.007992564084223552,-1.0,-1.0,0.018414702021331664,0.016359952017602986,1.0,1.0,0.004428460046591809,0.005019497348464519,1.0,1.0,-0.05913474748717196,-0.05694497611906968,-1.0,-1.0,,0.31152201104258304,0.3519626716024173,0.033032745080622844,0.03368908816718789,0.03974319152298686,0.0705112052555437
1991-06-30,0.023517898647860136,0.023568746372695237,0.10702866257629524,0.10777318668822186,,1.0,1.0,0.03848203022341323,0.03548687660497318,1.0,1.0,-0.06779626114440607,-0.06841615891391406,-1.0,-1.0,0.025489449391484342,0.027676807224582767,1.0,1.0,-0.03316452751895227,-0.03319518288870249,-1.0,-1.0,0.017122309866374863,0.017825788743550675,1.0,1.0,-0.0751206304681089,-0.07168447021151625,-1.0,-1.0,,0.7611829273548445,0.7575588593535417,0.030896513574714846,0.031111439172934345,0.31152201104258304,0.3519626716024173
1991-07-31,-0.01744837380802977,-0.017011345826536406,0.09622767385155244,0.09810654185658506,,-1.0,-1.0,0.018414702021331664,0.016359952017602986,1.0,1.0,-0.0035340528830554163,-0.006032071321713239,-1.0,-1.0,-0.019952131263652362,-0.01744837380802977,-1.0,-1.0,-0.04434223954350802,-0.04420609250449559,-1.0,-1.0,-0.043782642438809916,-0.04082196073647193,-1.0,-1.0,-0.07590136183076357,-0.07169951763758053,-1.0,-1.0,,-0.6281242959605023,-0.6006636197565275,0.027778536700842658,0.02832091917508134,0.7611829273548445,0.7575588593535417
